	index	i	id	isParent	name	level	pid	pname
789	446	0	A051P01	True	500万元以下房地产开发投资额	2	A051P	按项目规模分房地产开发完成投资
790	447	1	A051P02	True	500-1000万元房地产开发投资额	2	A051P	按项目规模分房地产开发完成投资
791	448	2	A051P03	True	1000-3000万元房地产开发投资额	2	A051P	按项目规模分房地产开发完成投资
792	449	3	A051P04	True	3000-5000万元房地产开发投资额	2	A051P	按项目规模分房地产开发完成投资
793	450	4	A051P05	True	5000万-1亿元房地产开发投资额	2	A051P	按项目规模分房地产开发完成投资
794	451	5	A051P06	True	1-5亿元房地产开发投资额	2	A051P	按项目规模分房地产开发完成投资
795	452	6	A051P07	True	5-10亿元房地产开发投资额	2	A051P	按项目规模分房地产开发完成投资
796	453	7	A051P08	True	10亿元以上房地产开发投资额	2	A051P	按项目规模分房地产开发完成投资
797	454	0	A051Q01	True	房地产开发企业住宅竣工套数	2	A051Q	房地产开发企业成套住宅竣工与销售情况
798	455	1	A051Q02	True	房地产开发企业别墅、高档公寓竣工套数	2	A051Q	房地产开发企业成套住宅竣工与销售情况
799	456	2	A051Q03	True	房地产开发企业住宅销售套数	2	A051Q	房地产开发企业成套住宅竣工与销售情况
800	457	3	A051Q04	True	房地产开发企业别墅、高档公寓销售套数	2	A051Q	房地产开发企业成套住宅竣工与销售情况
801	458	0	A060101	True	经营单位所在地进出口总额	2	A0601	按经营单位所在地分货物进出口总额
802	459	1	A060102	True	经营单位所在地出口总额	2	A0601	按经营单位所在地分货物进出口总额
803	460	2	A060103	True	经营单位所在地进口总额	2	A0601	按经营单位所在地分货物进出口总额
804	461	0	A060201	True	境内目的地和货源地进出口总额	2	A0602	按境内目的地和货源地分货物进出口总额
805	462	1	A060202	True	境内目的地和货源地出口总额	2	A0602	按境内目的地和货源地分货物进出口总额
806	463	2	A060203	True	境内目的地和货源地进口总额	2	A0602	按境内目的地和货源地分货物进出口总额
807	464	0	A060301	True	外商投资企业进出口总额	2	A0603	外商投资企业货物进出口总额
808	465	1	A060302	True	外商投资企业出口总额	2	A0603	外商投资企业货物进出口总额
809	466	2	A060303	True	外商投资企业进口总额	2	A0603	外商投资企业货物进出口总额
810	467	0	A060401	True	外商投资企业数	2	A0604	外商投资企业年底注册登记情况
811	468	1	A060402	True	外商投资企业投资总额	2	A0604	外商投资企业年底注册登记情况
812	469	2	A060403	True	外商投资企业注册资本	2	A0604	外商投资企业年底注册登记情况
813	470	3	A060404	True	外方外商投资企业注册资本	2	A0604	外商投资企业年底注册登记情况
814	471	0	A070101	True	国有经济能源工业固定资产投资	2	A0701	按行业分国有经济能源工业固定资产投资
815	472	1	A070102	True	国有经济煤炭采选业固定资产投资	2	A0701	按行业分国有经济能源工业固定资产投资
816	473	2	A070103	True	国有经济石油和天然气开采业固定资产投资	2	A0701	按行业分国有经济能源工业固定资产投资
817	474	3	A070104	True	国有经济电力、蒸汽、热水生产和供应业固定资产投资	2	A0701	按行业分国有经济能源工业固定资产投资
818	475	4	A070105	True	国有经济石油加工及炼焦业固定资产投资	2	A0701	按行业分国有经济能源工业固定资产投资
819	476	5	A070106	True	国有经济煤气生产和供应业固定资产投资	2	A0701	按行业分国有经济能源工业固定资产投资
820	477	0	A070201	True	能源工业投资	2	A0702	能源工业分行业投资
821	478	1	A070202	True	煤炭采选业投资	2	A0702	能源工业分行业投资
822	479	2	A070203	True	石油和天然气开采业投资	2	A0702	能源工业分行业投资
823	480	3	A070204	True	电力、蒸汽、热水生产和供应业投资	2	A0702	能源工业分行业投资
824	481	4	A070205	True	石油加工及炼焦业投资	2	A0702	能源工业分行业投资
825	482	5	A070206	True	煤气生产和供应业投资	2	A0702	能源工业分行业投资
826	483	0	A070301	True	焦炭生产量	2	A0703	主要能源产品生产量
827	484	1	A070302	True	原油生产量	2	A0703	主要能源产品生产量
828	485	2	A070303	True	汽油生产量	2	A0703	主要能源产品生产量
829	486	3	A070304	True	煤油生产量	2	A0703	主要能源产品生产量
830	487	4	A070305	True	柴油生产量	2	A0703	主要能源产品生产量
831	488	5	A070306	True	燃料油生产量	2	A0703	主要能源产品生产量
832	489	6	A070307	True	天然气生产量	2	A0703	主要能源产品生产量
833	490	7	A070308	True	发电量	2	A0703	主要能源产品生产量
834	491	8	A070309	True	水力发电量	2	A0703	主要能源产品生产量
835	492	9	A07030A	True	火力发电量	2	A0703	主要能源产品生产量
836	493	0	A070401	True	城市天然气供气总量	2	A0704	城市能源产品供应
837	494	1	A070402	True	城市天然气用气人口	2	A0704	城市能源产品供应
838	495	2	A070403	True	城市人工煤气供气总量	2	A0704	城市能源产品供应
839	496	3	A070404	True	城市人工煤气用气人口	2	A0704	城市能源产品供应
840	497	4	A070405	True	城市液化石油气供气总量	2	A0704	城市能源产品供应
841	498	5	A070406	True	城市液化石油气用气人口	2	A0704	城市能源产品供应
842	499	0	A070501	True	蒸汽供热能力	2	A0705	城市集中供热
843	500	1	A070502	True	热水供热能力	2	A0705	城市集中供热
844	501	0	A070601	True	煤炭消费量	2	A0706	主要能源产品消费量
845	502	1	A070602	True	焦炭消费量	2	A0706	主要能源产品消费量
846	503	2	A070603	True	原油消费量	2	A0706	主要能源产品消费量
847	504	3	A070604	True	汽油消费量	2	A0706	主要能源产品消费量
848	505	4	A070605	True	煤油消费量	2	A0706	主要能源产品消费量
849	506	5	A070606	True	柴油消费量	2	A0706	主要能源产品消费量
850	507	6	A070607	True	燃料油消费量	2	A0706	主要能源产品消费量
851	508	7	A070608	True	天然气消费量	2	A0706	主要能源产品消费量
852	509	8	A070609	True	电力消费量	2	A0706	主要能源产品消费量
853	510	0	A070701	True	单位地区生产总值能耗(等价值)	2	A0707	能源消耗指标
854	511	1	A070702	True	单位地区生产总值能耗(等价值)_同比增长	2	A0707	能源消耗指标
855	512	2	A070703	True	单位工业增加值能耗(规模以上当量值)	2	A0707	能源消耗指标
856	513	3	A070704	True	单位工业增加值能耗(规模以上当量值)_同比增长	2	A0707	能源消耗指标
857	514	4	A070705	True	单位地区生产总值电耗(等价值)	2	A0707	能源消耗指标
858	515	5	A070706	True	单位地区生产总值电耗(等价值)_同比增长	2	A0707	能源消耗指标
859	516	0	A080101	True	地方财政一般预算收入	2	A0801	地方财政收入
860	517	1	A080102	True	地方财政税收收入	2	A0801	地方财政收入
861	518	2	A080103	True	地方财政国内增值税	2	A0801	地方财政收入
862	519	3	A080104	True	地方财政营业税	2	A0801	地方财政收入
863	520	4	A080105	True	地方财政企业所得税	2	A0801	地方财政收入
864	521	5	A080106	True	地方财政个人所得税	2	A0801	地方财政收入
865	522	6	A080107	True	地方财政资源税	2	A0801	地方财政收入
866	523	7	A080108	True	地方财政固定资产投资方向调节税	2	A0801	地方财政收入
867	524	8	A080109	True	地方财政城市维护建设税	2	A0801	地方财政收入
868	525	9	A08010A	True	地方财政房产税	2	A0801	地方财政收入
869	526	10	A08010B	True	地方财政印花税	2	A0801	地方财政收入
870	527	11	A08010C	True	地方财政城镇土地使用税	2	A0801	地方财政收入
871	528	12	A08010D	True	地方财政土地增值税	2	A0801	地方财政收入
872	529	13	A08010E	True	地方财政车船税	2	A0801	地方财政收入
873	530	14	A08010F	True	地方财政耕地占用税	2	A0801	地方财政收入
874	531	15	A08010G	True	地方财政契税	2	A0801	地方财政收入
875	532	16	A08010H	True	地方财政烟叶税	2	A0801	地方财政收入
876	533	17	A08010I	True	地方财政其他税收收入	2	A0801	地方财政收入
877	534	18	A08010J	True	地方财政非税收入	2	A0801	地方财政收入
878	535	19	A08010K	True	地方财政专项收入	2	A0801	地方财政收入
879	536	20	A08010L	True	地方财政行政事业性收费收入	2	A0801	地方财政收入
880	537	21	A08010M	True	地方财政罚没收入	2	A0801	地方财政收入
881	538	22	A08010N	True	地方财政国有资本经营收入	2	A0801	地方财政收入
882	539	23	A08010O	True	地方财政国有资源(资产)有偿使用收入	2	A0801	地方财政收入
883	540	24	A08010P	True	地方财政其他非税收入	2	A0801	地方财政收入
884	541	0	A080201	True	地方财政一般预算支出	2	A0802	地方财政支出
885	542	1	A080202	True	地方财政一般公共服务支出	2	A0802	地方财政支出
886	543	2	A080203	True	地方财政外交支出	2	A0802	地方财政支出
887	544	3	A080204	True	地方财政国防支出	2	A0802	地方财政支出
888	545	4	A080205	True	地方财政公共安全支出	2	A0802	地方财政支出
889	546	5	A080206	True	地方财政教育支出	2	A0802	地方财政支出
890	547	6	A080207	True	地方财政科学技术支出	2	A0802	地方财政支出
891	548	7	A080208	True	地方财政文化体育与传媒支出	2	A0802	地方财政支出
892	549	8	A080209	True	地方财政社会保障和就业支出	2	A0802	地方财政支出
893	550	9	A08020A	True	地方财政医疗卫生支出	2	A0802	地方财政支出
894	551	10	A08020B	True	地方财政环境保护支出	2	A0802	地方财政支出
895	552	11	A08020C	True	地方财政城乡社区事务支出	2	A0802	地方财政支出
896	553	12	A08020D	True	地方财政农林水事务支出	2	A0802	地方财政支出
897	554	13	A08020E	True	地方财政交通运输支出	2	A0802	地方财政支出
898	555	14	A08020F	True	地方财政资源勘探电力信息等事务支出	2	A0802	地方财政支出
899	556	15	A08020G	True	地方财政商业服务业等事务支出	2	A0802	地方财政支出
900	557	16	A08020H	True	地方财政金融监管支出	2	A0802	地方财政支出
901	558	17	A08020I	True	地方财政地震灾后重建支出	2	A0802	地方财政支出
902	559	18	A08020J	True	地方财政国土资源气象等事务支出决策数	2	A0802	地方财政支出
903	560	19	A08020K	True	地方财政住房保障支出支出	2	A0802	地方财政支出
904	561	20	A08020L	True	地方财政粮油物资储备管理等事务	2	A0802	地方财政支出
905	562	21	A08020M	True	地方财政国债还本付息支出	2	A0802	地方财政支出
906	563	22	A08020N	True	地方财政其他支出	2	A0802	地方财政支出
907	564	0	A090101	True	居民消费价格指数(上年=100)	2	A0901	居民消费价格指数和商品零售价格指数(上年=100)
908	565	1	A090102	True	城市居民消费价格指数(上年=100)	2	A0901	居民消费价格指数和商品零售价格指数(上年=100)
909	566	2	A090103	True	农村居民消费价格指数(上年=100)	2	A0901	居民消费价格指数和商品零售价格指数(上年=100)
910	567	3	A090104	True	商品零售价格指数(上年=100)	2	A0901	居民消费价格指数和商品零售价格指数(上年=100)
911	568	4	A090105	True	城市商品零售价格指数(上年=100)	2	A0901	居民消费价格指数和商品零售价格指数(上年=100)
912	569	5	A090106	True	农村商品零售价格指数(上年=100)	2	A0901	居民消费价格指数和商品零售价格指数(上年=100)
913	570	0	A090A01	True	食品烟酒类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
914	571	1	A090A02	True	食品类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
915	572	2	A090A03	True	粮食类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
916	573	3	A090A04	True	薯类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
917	574	4	A090A05	True	豆类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
918	575	5	A090A06	True	食用油类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
919	576	6	A090A07	True	菜类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
920	577	7	A090A08	True	鲜菜类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
921	578	8	A090A09	True	畜肉类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
922	579	9	A090A0A	True	禽肉类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
923	580	10	A090A0B	True	水产品类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
924	581	11	A090A0C	True	蛋类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
925	582	12	A090A0D	True	奶类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
926	583	13	A090A0E	True	干鲜瓜果类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
927	584	14	A090A0F	True	鲜瓜果类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
928	585	15	A090A0G	True	糖果糕点类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
929	586	16	A090A0H	True	调味品类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
930	587	17	A090A0I	True	其他食品类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
931	588	18	A090A0J	True	茶及饮料类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
932	589	19	A090A0K	True	烟酒类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
933	590	20	A090A0L	True	在外餐饮类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
934	591	21	A090A0M	True	衣着类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
935	592	22	A090A0N	True	服装类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
936	593	23	A090A0O	True	服装材料类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
937	594	24	A090A0P	True	其他衣着及配件类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
938	595	25	A090A0Q	True	衣着加工服务费类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
939	596	26	A090A0R	True	鞋类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
940	597	27	A090A0S	True	居住类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
941	598	28	A090A0T	True	租赁房房租类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
942	599	29	A090A0U	True	住房保养维修及管理类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
943	600	30	A090A0V	True	水电燃料类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
944	601	31	A090A0W	True	自有住房类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
945	602	32	A090A0X	True	生活用品及服务类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
946	603	33	A090A0Y	True	家具及室内装饰品类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
947	604	34	A090A0Z	True	家用器具类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
948	605	35	A090A10	True	家用纺织品类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
949	606	36	A090A11	True	家庭日用杂品类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
950	607	37	A090A12	True	个人护理用品类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
951	608	38	A090A13	True	家庭服务类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
952	609	39	A090A14	True	交通和通信类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
953	610	40	A090A15	True	交通类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
954	611	41	A090A16	True	交通工具类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
955	612	42	A090A17	True	交通工具用燃料类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
956	613	43	A090A18	True	交通工具使用和维修类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
957	614	44	A090A19	True	交通费类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
958	615	45	A090A1A	True	通信类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
959	616	46	A090A1B	True	教育文化和娱乐类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
960	617	47	A090A1C	True	教育类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
961	618	48	A090A1D	True	教育用品类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
962	619	49	A090A1E	True	教育服务类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
963	620	50	A090A1F	True	文化娱乐类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
964	621	51	A090A1G	True	文娱耐用消费品类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
965	622	52	A090A1H	True	其他文娱用品类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
966	623	53	A090A1I	True	文化娱乐服务类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
967	624	54	A090A1J	True	旅游类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
968	625	55	A090A1K	True	医疗保健类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
969	626	56	A090A1L	True	药品及医疗器具类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
970	627	57	A090A1M	True	医疗服务类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
971	628	58	A090A1N	True	其他用品和服务类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
972	629	59	A090A1O	True	其他用品类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
973	630	60	A090A1P	True	其他服务类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)
974	631	0	A090201	True	居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
975	632	1	A090202	True	食品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
976	633	2	A090203	True	粮食类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
977	634	3	A090204	True	油脂类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
978	635	4	A090205	True	肉禽及其制品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
979	636	5	A090206	True	蛋类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
980	637	6	A090207	True	水产品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
981	638	7	A090208	True	菜类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
982	639	8	A090209	True	鲜菜类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
983	640	9	A09020A	True	干鲜瓜果类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
984	641	10	A09020B	True	鲜果类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
985	642	11	A09020C	True	在外用膳食品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
986	643	12	A09020D	True	烟酒及用品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
987	644	13	A09020E	True	烟草类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
988	645	14	A09020F	True	酒类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
989	646	15	A09020G	True	衣着类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
990	647	16	A09020H	True	服装类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
991	648	17	A09020I	True	衣着材料类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
992	649	18	A09020J	True	鞋袜帽类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
993	650	19	A09020K	True	衣着加工服务费类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
994	651	20	A09020L	True	家庭设备用品及服务类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
995	652	21	A09020M	True	耐用消费品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
996	653	22	A09020N	True	室内装饰品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
997	654	23	A09020O	True	床上用品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
998	655	24	A09020P	True	家庭日用杂品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
999	656	25	A09020Q	True	家庭服务及加工维修服务费类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1000	657	26	A09020R	True	医疗保健和个人用品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1001	658	27	A09020S	True	医疗保健类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1002	659	28	A09020T	True	医疗器具及用品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1003	660	29	A09020U	True	中药材及中成药类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1004	661	30	A09020V	True	西药类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1005	662	31	A09020W	True	保健器具及用品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1006	663	32	A09020X	True	医疗保健服务类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1007	664	33	A09020Y	True	个人用品及服务类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1008	665	34	A09020Z	True	化妆美容用品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1009	666	35	A090210	True	卫生用品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1010	667	36	A090211	True	个人饰品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1011	668	37	A090212	True	个人服务类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1012	669	38	A090213	True	交通和通信类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1013	670	39	A090214	True	交通类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1014	671	40	A090215	True	交通工具类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1015	672	41	A090216	True	车用燃料及零配件类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1016	673	42	A090217	True	车辆使用及维修费类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1017	674	43	A090218	True	市内公共交通费类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1018	675	44	A090219	True	城市间交通费类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1019	676	45	A09021A	True	通信类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1020	677	46	A09021B	True	通信工具类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1021	678	47	A09021C	True	通信服务类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1022	679	48	A09021D	True	娱乐教育文化类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1023	680	49	A09021E	True	文娱用耐用消费品及服务类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1024	681	50	A09021F	True	教育类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1025	682	51	A09021G	True	教材及参考书类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1026	683	52	A09021H	True	学杂托幼费类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1027	684	53	A09021I	True	文化娱乐类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1028	685	54	A09021J	True	文化娱乐用品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1029	686	55	A09021K	True	书报杂志类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1030	687	56	A09021L	True	文娱费类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1031	688	57	A09021M	True	旅游类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1032	689	58	A09021N	True	居住类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1033	690	59	A09021O	True	建房及装修材料类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1034	691	60	A09021P	True	租房类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1035	692	61	A09021Q	True	自有住房类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1036	693	62	A09021R	True	水电燃料类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)
1037	694	0	A090301	True	农村居民消费价格指数(上年=100)	2	A0903	农村居民消费价格分类指数(上年=100)
1038	695	1	A090302	True	食品类农村居民消费价格指数(上年=100)	2	A0903	农村居民消费价格分类指数(上年=100)
1039	696	2	A090303	True	粮食类农村居民消费价格指数(上年=100)	2	A0903	农村居民消费价格分类指数(上年=100)
1040	697	3	A090304	True	淀粉及制品类农村居民消费价格指数(上年=100)	2	A0903	农村居民消费价格分类指数(上年=100)
1041	698	4	A090305	True	干豆类及豆制品类农村居民消费价格指数(上年=100)	2	A0903	农村居民消费价格分类指数(上年=100)
1042	699	5	A090306	True	油脂类农村居民消费价格指数(上年=100)	2	A0903	农村居民消费价格分类指数(上年=100)
1043	700	6	A090307	True	肉禽及其制品类农村居民消费价格指数(上年=100)	2	A0903	农村居民消费价格分类指数(上年=100)
1044	701	7	A090308	True	食用畜肉及副产品类农村居民消费价格指数(上年=100)	2	A0903	农村居民消费价格分类指数(上年=100)
1045	702	8	A090309	True	禽类农村居民消费价格指数(上年=100)	2	A0903	农村居民消费价格分类指数(上年=100)
1046	703	9	A09030A	True	加工肉禽类农村居民消费价格指数(上年=100)	2	A0903	农村居民消费价格分类指数(上年=100)
1047	704	10	A09030B	True	蛋类农村居民消费价格指数(上年=100)	2	A0903	农村居民消费价格分类指数(上年=100)
1048	705	11	A09030C	True	水产品类农村居民消费价格指数(上年=100)	2	A0903	农村居民消费价格分类指数(上年=100)
1049	706	12	A09030D	True	鱼类农村居民消费价格指数(上年=100)	2	A0903	农村居民消费价格分类指数(上年=100)
1050	707	13	A09030E	True	其他水产品类农村居民消费价格指数(上年=100)	2	A0903	农村居民消费价格分类指数(上年=100)
1051	708	14	A09030F	True	菜类农村居民消费价格指数(上年=100)	2	A0903	农村居民消费价格分类指数(上年=100)
1052	709	15	A09030G	True	调味品类农村居民消费价格指数(上年=100)	2	A0903	农村居民消费价格分类指数(上年=100)
