	id	name	level	pid	pname	ppid	ppname
405	A051I03	房地产开发企业房屋建筑面积竣工率	2	A051I	房地产开发企业房屋建筑面积和造价	A05	固定资产投资和房地产
406	A051I04	房地产开发企业竣工房屋价值	2	A051I	房地产开发企业房屋建筑面积和造价	A05	固定资产投资和房地产
407	A051I05	房地产开发企业竣工房屋造价	2	A051I	房地产开发企业房屋建筑面积和造价	A05	固定资产投资和房地产
408	A051J01	房地产开发企业新开工房屋面积	2	A051J	按用途分房地产开发企业新开工面积	A05	固定资产投资和房地产
409	A051J02	房地产开发企业住宅新开工房屋面积	2	A051J	按用途分房地产开发企业新开工面积	A05	固定资产投资和房地产
410	A051J03	房地产开发企业别墅、高档公寓新开工房屋面积	2	A051J	按用途分房地产开发企业新开工面积	A05	固定资产投资和房地产
411	A051J04	房地产开发企业办公楼新开工房屋面积	2	A051J	按用途分房地产开发企业新开工面积	A05	固定资产投资和房地产
412	A051J05	房地产开发企业商业营业用房新开工房屋面积	2	A051J	按用途分房地产开发企业新开工面积	A05	固定资产投资和房地产
413	A051J06	房地产开发企业其他用途新开工房屋面积	2	A051J	按用途分房地产开发企业新开工面积	A05	固定资产投资和房地产
414	A051K01	商品房销售面积	2	A051K	按用途分商品房销售面积	A05	固定资产投资和房地产
415	A051K02	住宅商品房销售面积	2	A051K	按用途分商品房销售面积	A05	固定资产投资和房地产
416	A051K03	别墅、高档公寓销售面积	2	A051K	按用途分商品房销售面积	A05	固定资产投资和房地产
417	A051K04	办公楼商品房销售面积	2	A051K	按用途分商品房销售面积	A05	固定资产投资和房地产
418	A051K05	商业营业用房销售面积	2	A051K	按用途分商品房销售面积	A05	固定资产投资和房地产
419	A051K06	其他商品房销售面积	2	A051K	按用途分商品房销售面积	A05	固定资产投资和房地产
420	A051L01	商品房销售额	2	A051L	按用途分商品房销售额	A05	固定资产投资和房地产
421	A051L02	住宅商品房销售额	2	A051L	按用途分商品房销售额	A05	固定资产投资和房地产
422	A051L03	别墅、高档公寓销售额	2	A051L	按用途分商品房销售额	A05	固定资产投资和房地产
423	A051L04	办公楼销售额	2	A051L	按用途分商品房销售额	A05	固定资产投资和房地产
424	A051L05	商业营业用房销售额	2	A051L	按用途分商品房销售额	A05	固定资产投资和房地产
425	A051L06	其他商品房销售额	2	A051L	按用途分商品房销售额	A05	固定资产投资和房地产
426	A051M01	商品房平均销售价格	2	A051M	按用途分商品房平均销售价格	A05	固定资产投资和房地产
427	A051M02	住宅商品房平均销售价格	2	A051M	按用途分商品房平均销售价格	A05	固定资产投资和房地产
428	A051M03	别墅、高档公寓平均销售价格	2	A051M	按用途分商品房平均销售价格	A05	固定资产投资和房地产
429	A051M04	办公楼商品房平均销售价格	2	A051M	按用途分商品房平均销售价格	A05	固定资产投资和房地产
430	A051M05	商业营业用房平均销售价格	2	A051M	按用途分商品房平均销售价格	A05	固定资产投资和房地产
431	A051M06	其他商品房平均销售价格	2	A051M	按用途分商品房平均销售价格	A05	固定资产投资和房地产
432	A051N01	房地产开发企业实收资本	2	A051N	房地产开发企业资产负债	A05	固定资产投资和房地产
433	A051N02	房地产开发企业资产总计	2	A051N	房地产开发企业资产负债	A05	固定资产投资和房地产
434	A051N03	房地产开发企业累计折旧	2	A051N	房地产开发企业资产负债	A05	固定资产投资和房地产
435	A051N04	房地产开发企业本年折旧	2	A051N	房地产开发企业资产负债	A05	固定资产投资和房地产
436	A051N05	房地产开发企业负债合计	2	A051N	房地产开发企业资产负债	A05	固定资产投资和房地产
437	A051N06	房地产开发企业所有者权益	2	A051N	房地产开发企业资产负债	A05	固定资产投资和房地产
438	A051N07	房地产开发企业资产负债率	2	A051N	房地产开发企业资产负债	A05	固定资产投资和房地产
439	A051O01	房地产开发企业主营业务收入	2	A051O	房地产开发企业经营情况	A05	固定资产投资和房地产
440	A051O02	房地产开发企业土地转让收入	2	A051O	房地产开发企业经营情况	A05	固定资产投资和房地产
441	A051O03	房地产开发企业商品房销售收入	2	A051O	房地产开发企业经营情况	A05	固定资产投资和房地产
442	A051O04	房地产开发企业房屋出租收入	2	A051O	房地产开发企业经营情况	A05	固定资产投资和房地产
443	A051O05	房地产开发企业其他收入	2	A051O	房地产开发企业经营情况	A05	固定资产投资和房地产
444	A051O06	房地产开发企业主营业务税金及附加	2	A051O	房地产开发企业经营情况	A05	固定资产投资和房地产
445	A051O07	房地产开发企业营业利润	2	A051O	房地产开发企业经营情况	A05	固定资产投资和房地产
446	A051P01	500万元以下房地产开发投资额	2	A051P	按项目规模分房地产开发完成投资	A05	固定资产投资和房地产
447	A051P02	500-1000万元房地产开发投资额	2	A051P	按项目规模分房地产开发完成投资	A05	固定资产投资和房地产
448	A051P03	1000-3000万元房地产开发投资额	2	A051P	按项目规模分房地产开发完成投资	A05	固定资产投资和房地产
449	A051P04	3000-5000万元房地产开发投资额	2	A051P	按项目规模分房地产开发完成投资	A05	固定资产投资和房地产
450	A051P05	5000万-1亿元房地产开发投资额	2	A051P	按项目规模分房地产开发完成投资	A05	固定资产投资和房地产
451	A051P06	1-5亿元房地产开发投资额	2	A051P	按项目规模分房地产开发完成投资	A05	固定资产投资和房地产
452	A051P07	5-10亿元房地产开发投资额	2	A051P	按项目规模分房地产开发完成投资	A05	固定资产投资和房地产
453	A051P08	10亿元以上房地产开发投资额	2	A051P	按项目规模分房地产开发完成投资	A05	固定资产投资和房地产
454	A051Q01	房地产开发企业住宅竣工套数	2	A051Q	房地产开发企业成套住宅竣工与销售情况	A05	固定资产投资和房地产
455	A051Q02	房地产开发企业别墅、高档公寓竣工套数	2	A051Q	房地产开发企业成套住宅竣工与销售情况	A05	固定资产投资和房地产
456	A051Q03	房地产开发企业住宅销售套数	2	A051Q	房地产开发企业成套住宅竣工与销售情况	A05	固定资产投资和房地产
457	A051Q04	房地产开发企业别墅、高档公寓销售套数	2	A051Q	房地产开发企业成套住宅竣工与销售情况	A05	固定资产投资和房地产
458	A060101	经营单位所在地进出口总额	2	A0601	按经营单位所在地分货物进出口总额	A06	对外经济贸易
459	A060102	经营单位所在地出口总额	2	A0601	按经营单位所在地分货物进出口总额	A06	对外经济贸易
460	A060103	经营单位所在地进口总额	2	A0601	按经营单位所在地分货物进出口总额	A06	对外经济贸易
461	A060201	境内目的地和货源地进出口总额	2	A0602	按境内目的地和货源地分货物进出口总额	A06	对外经济贸易
462	A060202	境内目的地和货源地出口总额	2	A0602	按境内目的地和货源地分货物进出口总额	A06	对外经济贸易
463	A060203	境内目的地和货源地进口总额	2	A0602	按境内目的地和货源地分货物进出口总额	A06	对外经济贸易
464	A060301	外商投资企业进出口总额	2	A0603	外商投资企业货物进出口总额	A06	对外经济贸易
465	A060302	外商投资企业出口总额	2	A0603	外商投资企业货物进出口总额	A06	对外经济贸易
466	A060303	外商投资企业进口总额	2	A0603	外商投资企业货物进出口总额	A06	对外经济贸易
467	A060401	外商投资企业数	2	A0604	外商投资企业年底注册登记情况	A06	对外经济贸易
468	A060402	外商投资企业投资总额	2	A0604	外商投资企业年底注册登记情况	A06	对外经济贸易
469	A060403	外商投资企业注册资本	2	A0604	外商投资企业年底注册登记情况	A06	对外经济贸易
470	A060404	外方外商投资企业注册资本	2	A0604	外商投资企业年底注册登记情况	A06	对外经济贸易
471	A070101	国有经济能源工业固定资产投资	2	A0701	按行业分国有经济能源工业固定资产投资	A07	能源
472	A070102	国有经济煤炭采选业固定资产投资	2	A0701	按行业分国有经济能源工业固定资产投资	A07	能源
473	A070103	国有经济石油和天然气开采业固定资产投资	2	A0701	按行业分国有经济能源工业固定资产投资	A07	能源
474	A070104	国有经济电力、蒸汽、热水生产和供应业固定资产投资	2	A0701	按行业分国有经济能源工业固定资产投资	A07	能源
475	A070105	国有经济石油加工及炼焦业固定资产投资	2	A0701	按行业分国有经济能源工业固定资产投资	A07	能源
476	A070106	国有经济煤气生产和供应业固定资产投资	2	A0701	按行业分国有经济能源工业固定资产投资	A07	能源
477	A070201	能源工业投资	2	A0702	能源工业分行业投资	A07	能源
478	A070202	煤炭采选业投资	2	A0702	能源工业分行业投资	A07	能源
479	A070203	石油和天然气开采业投资	2	A0702	能源工业分行业投资	A07	能源
480	A070204	电力、蒸汽、热水生产和供应业投资	2	A0702	能源工业分行业投资	A07	能源
481	A070205	石油加工及炼焦业投资	2	A0702	能源工业分行业投资	A07	能源
482	A070206	煤气生产和供应业投资	2	A0702	能源工业分行业投资	A07	能源
483	A070301	焦炭生产量	2	A0703	主要能源产品生产量	A07	能源
484	A070302	原油生产量	2	A0703	主要能源产品生产量	A07	能源
485	A070303	汽油生产量	2	A0703	主要能源产品生产量	A07	能源
486	A070304	煤油生产量	2	A0703	主要能源产品生产量	A07	能源
487	A070305	柴油生产量	2	A0703	主要能源产品生产量	A07	能源
488	A070306	燃料油生产量	2	A0703	主要能源产品生产量	A07	能源
489	A070307	天然气生产量	2	A0703	主要能源产品生产量	A07	能源
490	A070308	发电量	2	A0703	主要能源产品生产量	A07	能源
491	A070309	水力发电量	2	A0703	主要能源产品生产量	A07	能源
492	A07030A	火力发电量	2	A0703	主要能源产品生产量	A07	能源
493	A070401	城市天然气供气总量	2	A0704	城市能源产品供应	A07	能源
494	A070402	城市天然气用气人口	2	A0704	城市能源产品供应	A07	能源
495	A070403	城市人工煤气供气总量	2	A0704	城市能源产品供应	A07	能源
496	A070404	城市人工煤气用气人口	2	A0704	城市能源产品供应	A07	能源
497	A070405	城市液化石油气供气总量	2	A0704	城市能源产品供应	A07	能源
498	A070406	城市液化石油气用气人口	2	A0704	城市能源产品供应	A07	能源
499	A070501	蒸汽供热能力	2	A0705	城市集中供热	A07	能源
500	A070502	热水供热能力	2	A0705	城市集中供热	A07	能源
501	A070601	煤炭消费量	2	A0706	主要能源产品消费量	A07	能源
502	A070602	焦炭消费量	2	A0706	主要能源产品消费量	A07	能源
503	A070603	原油消费量	2	A0706	主要能源产品消费量	A07	能源
504	A070604	汽油消费量	2	A0706	主要能源产品消费量	A07	能源
505	A070605	煤油消费量	2	A0706	主要能源产品消费量	A07	能源
506	A070606	柴油消费量	2	A0706	主要能源产品消费量	A07	能源
507	A070607	燃料油消费量	2	A0706	主要能源产品消费量	A07	能源
508	A070608	天然气消费量	2	A0706	主要能源产品消费量	A07	能源
509	A070609	电力消费量	2	A0706	主要能源产品消费量	A07	能源
510	A070701	单位地区生产总值能耗(等价值)	2	A0707	能源消耗指标	A07	能源
511	A070702	单位地区生产总值能耗(等价值)_同比增长	2	A0707	能源消耗指标	A07	能源
512	A070703	单位工业增加值能耗(规模以上当量值)	2	A0707	能源消耗指标	A07	能源
513	A070704	单位工业增加值能耗(规模以上当量值)_同比增长	2	A0707	能源消耗指标	A07	能源
514	A070705	单位地区生产总值电耗(等价值)	2	A0707	能源消耗指标	A07	能源
515	A070706	单位地区生产总值电耗(等价值)_同比增长	2	A0707	能源消耗指标	A07	能源
516	A080101	地方财政一般预算收入	2	A0801	地方财政收入	A08	财政
517	A080102	地方财政税收收入	2	A0801	地方财政收入	A08	财政
518	A080103	地方财政国内增值税	2	A0801	地方财政收入	A08	财政
519	A080104	地方财政营业税	2	A0801	地方财政收入	A08	财政
520	A080105	地方财政企业所得税	2	A0801	地方财政收入	A08	财政
521	A080106	地方财政个人所得税	2	A0801	地方财政收入	A08	财政
522	A080107	地方财政资源税	2	A0801	地方财政收入	A08	财政
523	A080108	地方财政固定资产投资方向调节税	2	A0801	地方财政收入	A08	财政
524	A080109	地方财政城市维护建设税	2	A0801	地方财政收入	A08	财政
525	A08010A	地方财政房产税	2	A0801	地方财政收入	A08	财政
526	A08010B	地方财政印花税	2	A0801	地方财政收入	A08	财政
527	A08010C	地方财政城镇土地使用税	2	A0801	地方财政收入	A08	财政
528	A08010D	地方财政土地增值税	2	A0801	地方财政收入	A08	财政
529	A08010E	地方财政车船税	2	A0801	地方财政收入	A08	财政
530	A08010F	地方财政耕地占用税	2	A0801	地方财政收入	A08	财政
531	A08010G	地方财政契税	2	A0801	地方财政收入	A08	财政
532	A08010H	地方财政烟叶税	2	A0801	地方财政收入	A08	财政
533	A08010I	地方财政其他税收收入	2	A0801	地方财政收入	A08	财政
534	A08010J	地方财政非税收入	2	A0801	地方财政收入	A08	财政
535	A08010K	地方财政专项收入	2	A0801	地方财政收入	A08	财政
536	A08010L	地方财政行政事业性收费收入	2	A0801	地方财政收入	A08	财政
537	A08010M	地方财政罚没收入	2	A0801	地方财政收入	A08	财政
538	A08010N	地方财政国有资本经营收入	2	A0801	地方财政收入	A08	财政
539	A08010O	地方财政国有资源(资产)有偿使用收入	2	A0801	地方财政收入	A08	财政
540	A08010P	地方财政其他非税收入	2	A0801	地方财政收入	A08	财政
541	A080201	地方财政一般预算支出	2	A0802	地方财政支出	A08	财政
542	A080202	地方财政一般公共服务支出	2	A0802	地方财政支出	A08	财政
543	A080203	地方财政外交支出	2	A0802	地方财政支出	A08	财政
544	A080204	地方财政国防支出	2	A0802	地方财政支出	A08	财政
545	A080205	地方财政公共安全支出	2	A0802	地方财政支出	A08	财政
546	A080206	地方财政教育支出	2	A0802	地方财政支出	A08	财政
547	A080207	地方财政科学技术支出	2	A0802	地方财政支出	A08	财政
548	A080208	地方财政文化体育与传媒支出	2	A0802	地方财政支出	A08	财政
549	A080209	地方财政社会保障和就业支出	2	A0802	地方财政支出	A08	财政
550	A08020A	地方财政医疗卫生支出	2	A0802	地方财政支出	A08	财政
551	A08020B	地方财政环境保护支出	2	A0802	地方财政支出	A08	财政
552	A08020C	地方财政城乡社区事务支出	2	A0802	地方财政支出	A08	财政
553	A08020D	地方财政农林水事务支出	2	A0802	地方财政支出	A08	财政
554	A08020E	地方财政交通运输支出	2	A0802	地方财政支出	A08	财政
555	A08020F	地方财政资源勘探电力信息等事务支出	2	A0802	地方财政支出	A08	财政
556	A08020G	地方财政商业服务业等事务支出	2	A0802	地方财政支出	A08	财政
557	A08020H	地方财政金融监管支出	2	A0802	地方财政支出	A08	财政
558	A08020I	地方财政地震灾后重建支出	2	A0802	地方财政支出	A08	财政
559	A08020J	地方财政国土资源气象等事务支出决策数	2	A0802	地方财政支出	A08	财政
560	A08020K	地方财政住房保障支出支出	2	A0802	地方财政支出	A08	财政
561	A08020L	地方财政粮油物资储备管理等事务	2	A0802	地方财政支出	A08	财政
562	A08020M	地方财政国债还本付息支出	2	A0802	地方财政支出	A08	财政
563	A08020N	地方财政其他支出	2	A0802	地方财政支出	A08	财政
564	A090101	居民消费价格指数(上年=100)	2	A0901	居民消费价格指数和商品零售价格指数(上年=100)	A09	价格指数
565	A090102	城市居民消费价格指数(上年=100)	2	A0901	居民消费价格指数和商品零售价格指数(上年=100)	A09	价格指数
566	A090103	农村居民消费价格指数(上年=100)	2	A0901	居民消费价格指数和商品零售价格指数(上年=100)	A09	价格指数
567	A090104	商品零售价格指数(上年=100)	2	A0901	居民消费价格指数和商品零售价格指数(上年=100)	A09	价格指数
568	A090105	城市商品零售价格指数(上年=100)	2	A0901	居民消费价格指数和商品零售价格指数(上年=100)	A09	价格指数
569	A090106	农村商品零售价格指数(上年=100)	2	A0901	居民消费价格指数和商品零售价格指数(上年=100)	A09	价格指数
570	A090A01	食品烟酒类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
571	A090A02	食品类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
572	A090A03	粮食类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
573	A090A04	薯类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
574	A090A05	豆类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
575	A090A06	食用油类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
576	A090A07	菜类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
577	A090A08	鲜菜类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
578	A090A09	畜肉类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
579	A090A0A	禽肉类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
580	A090A0B	水产品类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
581	A090A0C	蛋类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
582	A090A0D	奶类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
583	A090A0E	干鲜瓜果类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
584	A090A0F	鲜瓜果类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
585	A090A0G	糖果糕点类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
586	A090A0H	调味品类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
587	A090A0I	其他食品类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
588	A090A0J	茶及饮料类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
589	A090A0K	烟酒类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
590	A090A0L	在外餐饮类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
591	A090A0M	衣着类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
592	A090A0N	服装类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
593	A090A0O	服装材料类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
594	A090A0P	其他衣着及配件类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
595	A090A0Q	衣着加工服务费类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
596	A090A0R	鞋类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
597	A090A0S	居住类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
598	A090A0T	租赁房房租类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
599	A090A0U	住房保养维修及管理类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
600	A090A0V	水电燃料类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
601	A090A0W	自有住房类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
602	A090A0X	生活用品及服务类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
603	A090A0Y	家具及室内装饰品类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
604	A090A0Z	家用器具类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
605	A090A10	家用纺织品类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
606	A090A11	家庭日用杂品类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
607	A090A12	个人护理用品类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
608	A090A13	家庭服务类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
609	A090A14	交通和通信类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
610	A090A15	交通类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
611	A090A16	交通工具类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
612	A090A17	交通工具用燃料类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
613	A090A18	交通工具使用和维修类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
614	A090A19	交通费类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
615	A090A1A	通信类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
616	A090A1B	教育文化和娱乐类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
617	A090A1C	教育类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
618	A090A1D	教育用品类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
619	A090A1E	教育服务类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
620	A090A1F	文化娱乐类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
621	A090A1G	文娱耐用消费品类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
622	A090A1H	其他文娱用品类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
623	A090A1I	文化娱乐服务类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
624	A090A1J	旅游类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
625	A090A1K	医疗保健类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
626	A090A1L	药品及医疗器具类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
627	A090A1M	医疗服务类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
628	A090A1N	其他用品和服务类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
629	A090A1O	其他用品类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
630	A090A1P	其他服务类居民消费价格指数(上年=100)	2	A090A	居民消费价格分类指数(上年=100)(2016-)	A09	价格指数
631	A090201	居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
632	A090202	食品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
633	A090203	粮食类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
634	A090204	油脂类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
635	A090205	肉禽及其制品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
636	A090206	蛋类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
637	A090207	水产品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
638	A090208	菜类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
639	A090209	鲜菜类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
640	A09020A	干鲜瓜果类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
641	A09020B	鲜果类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
642	A09020C	在外用膳食品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
643	A09020D	烟酒及用品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
644	A09020E	烟草类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
645	A09020F	酒类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
646	A09020G	衣着类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
647	A09020H	服装类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
648	A09020I	衣着材料类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
649	A09020J	鞋袜帽类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
650	A09020K	衣着加工服务费类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
651	A09020L	家庭设备用品及服务类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
652	A09020M	耐用消费品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
653	A09020N	室内装饰品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
654	A09020O	床上用品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
655	A09020P	家庭日用杂品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
656	A09020Q	家庭服务及加工维修服务费类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
657	A09020R	医疗保健和个人用品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
658	A09020S	医疗保健类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
659	A09020T	医疗器具及用品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
660	A09020U	中药材及中成药类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
661	A09020V	西药类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
662	A09020W	保健器具及用品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
663	A09020X	医疗保健服务类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
664	A09020Y	个人用品及服务类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
665	A09020Z	化妆美容用品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
666	A090210	卫生用品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
667	A090211	个人饰品类居民消费价格指数(上年=100)	2	A0902	居民消费价格分类指数(上年=100)(-2015)	A09	价格指数
