code	cname	dotcount	exp	ifshowcode	memo	name	nodesort	sortcode	tag	unit
A040308	居民服务和其他服务业城镇私营企业和个体就业人员	2	城镇私营就业人员指在工商管理部门注册登记，其经营地址设在县城关镇(含县城关镇)以上的私营企业就业人员，包括私营企业投资者和雇工。城镇个体就业人员指在工商管理部门注册登记，并持有城镇户口或在城镇长期居住，经批准从事个体工商经营的就业人员，包括个体经营者和在个体工商户劳动的家庭帮工和雇工。	False	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||城镇单位数据不含私营单位。||2012年行业采用新的分类标准，与前期不可比。	居民服务和其他服务业城镇私营企业和个体就业人员	1	266		万人
A040401	私营企业户数	2		False		私营企业户数	1	268		万户
A040402	私营企业就业人数	2	就业人员数是指在16周岁及以上，从事一定社会劳动并取得劳动报酬或经营收入的人员。就业人员包括：(1)职工、(2)再就业的离退休人员、(3)私营业主、(4)个体户主、(5)私营企业和个体就业人员、(6)乡镇企业就业人员、(7)农村就业人员、(8)其他就业人员。	False	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||2012年行业采用新的分类标准，与前期不可比。	私营企业就业人数	1	269		万人
A040403	私营企业投资者就业人数	2		False	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||2012年行业采用新的分类标准，与前期不可比。	私营企业投资者就业人数	1	270		万人
A040404	城镇私营企业就业人数	2	城镇私营就业人员指在工商管理部门注册登记，其经营地址设在县城关镇(含县城关镇)以上的私营企业就业人员，包括私营企业投资者和雇工。	False	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||2012年行业采用新的分类标准，与前期不可比。	城镇私营企业就业人数	1	271		万人
A040405	城镇私营企业投资者就业人数	2		False	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||2012年行业采用新的分类标准，与前期不可比。	城镇私营企业投资者就业人数	1	272		万人
A040406	乡村私营企业就业人数	2	就业人员数是指在16周岁及以上，从事一定社会劳动并取得劳动报酬或经营收入的人员。就业人员包括：(1)职工、(2)再就业的离退休人员、(3)私营业主、(4)个体户主、(5)私营企业和个体就业人员、(6)乡镇企业就业人员、(7)农村就业人员、(8)其他就业人员。	False	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||2012年行业采用新的分类标准，与前期不可比。	乡村私营企业就业人数	1	273		万人
A040407	乡村私营企业投资者就业人数	2		False	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||2012年行业采用新的分类标准，与前期不可比。	乡村私营企业投资者就业人数	1	274		万人
A040501	个体户数	2		False		个体户数	1	276		万户
A040502	个体就业人数	2	就业人员数是指在16周岁及以上，从事一定社会劳动并取得劳动报酬或经营收入的人员。就业人员包括：(1)职工、(2)再就业的离退休人员、(3)私营业主、(4)个体户主、(5)私营企业和个体就业人员、(6)乡镇企业就业人员、(7)农村就业人员、(8)其他就业人员。	False	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||2012年行业采用新的分类标准，与前期不可比。	个体就业人数	1	277		万人
A040503	城镇就业人数	2	就业人员数是指在16周岁及以上，从事一定社会劳动并取得劳动报酬或经营收入的人员。就业人员包括：(1)职工、(2)再就业的离退休人员、(3)私营业主、(4)个体户主、(5)私营企业和个体就业人员、(6)乡镇企业就业人员、(7)农村就业人员、(8)其他就业人员。	False	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||2012年行业采用新的分类标准，与前期不可比。	城镇就业人数	1	278		万人
A040504	乡村个体就业人数	2	就业人员数是指在16周岁及以上，从事一定社会劳动并取得劳动报酬或经营收入的人员。就业人员包括：(1)职工、(2)再就业的离退休人员、(3)私营业主、(4)个体户主、(5)私营企业和个体就业人员、(6)乡镇企业就业人员、(7)农村就业人员、(8)其他就业人员。	False	全国就业人员1990年及以后的数据根据劳动力调查、人口普查推算，2001年及以后数据根据第六次人口普查数据重新修订。||2012年行业采用新的分类标准，与前期不可比。	乡村个体就业人数	1	279		万人
A040601	城镇单位就业人员工资总额	2	工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。	False	1995-2008年的城镇单位就业人员工资总额即为原来的城镇单位就业人员劳动报酬总额。	城镇单位就业人员工资总额	1	281		亿元
A040602	国有城镇单位就业人员工资总额	2	工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。	False	1995-2008年的城镇单位就业人员工资总额即为原来的城镇单位就业人员劳动报酬总额。	国有城镇单位就业人员工资总额	1	282		亿元
A040603	城镇集体单位就业人员工资总额	2	工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。	False	1995-2008年的城镇单位就业人员工资总额即为原来的城镇单位就业人员劳动报酬总额。	城镇集体单位就业人员工资总额	1	283		亿元
A040604	其他城镇单位就业人员工资总额	2	工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。	False	1995-2008年的城镇单位就业人员工资总额即为原来的城镇单位就业人员劳动报酬总额。	其他城镇单位就业人员工资总额	1	284		亿元
A040605	城镇单位就业人员工资总额指数(上年=100)	1		False		城镇单位就业人员工资总额指数(上年=100)	1	285		
A040606	国有城镇单位就业人员工资总额指数(上年=100)	1		False		国有城镇单位就业人员工资总额指数(上年=100)	1	286		
A040607	城镇集体单位就业人员工资总额指数(上年=100)	1		False		城镇集体单位就业人员工资总额指数(上年=100)	1	287		
A040608	其他城镇单位就业人员工资总额指数(上年=100)	1		False		其他城镇单位就业人员工资总额指数(上年=100)	1	288		
A040701	城镇单位就业人员平均工资	0	"平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数

"	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	城镇单位就业人员平均工资	1	290		元
A040702	城镇单位在岗职工平均工资	0	在岗职工平均工资指本单位在岗职工在报告期内平均每人所得的工资额。计算公式为：在岗职工平均工资=在岗职工工资总额/在岗职工平均人数	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	城镇单位在岗职工平均工资	1	291		元
A040703	城镇国有单位就业人员平均工资	0	"平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数

"	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	城镇国有单位就业人员平均工资	1	292		元
A040704	城镇集体单位就业人员平均工资	0	"平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数

"	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	城镇集体单位就业人员平均工资	1	293		元
A040705	城镇其他单位就业人员平均工资	0	"平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数

"	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	城镇其他单位就业人员平均工资	1	294		元
A040706	城镇单位就业人员平均货币工资指数(上年=100)	1	平均工资指数指报告期就业人员平均工资与基期就业人员平均工资的比率，是反映不同时期就业人员货币工资水平变动情况的相对数。计算公式为:平均工资指数=报告期就业人员平均工资/基期就业人员平均工资	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	城镇单位就业人员平均货币工资指数(上年=100)	1	295		
A040707	城镇单位在岗职工平均货币工资指数(上年=100)	1	平均工资指数指报告期就业人员平均工资与基期就业人员平均工资的比率，是反映不同时期就业人员货币工资水平变动情况的相对数。计算公式为:平均工资指数=报告期就业人员平均工资/基期就业人员平均工资	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	城镇单位在岗职工平均货币工资指数(上年=100)	1	296		
A040708	国有城镇单位就业人员平均货币工资指数(上年=100)	1	平均工资指数指报告期就业人员平均工资与基期就业人员平均工资的比率，是反映不同时期就业人员货币工资水平变动情况的相对数。计算公式为:平均工资指数=报告期就业人员平均工资/基期就业人员平均工资	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	国有城镇单位就业人员平均货币工资指数(上年=100)	1	297		
A040709	城镇集体单位就业人员平均货币工资指数(上年=100)	1	平均工资指数指报告期就业人员平均工资与基期就业人员平均工资的比率，是反映不同时期就业人员货币工资水平变动情况的相对数。计算公式为:平均工资指数=报告期就业人员平均工资/基期就业人员平均工资	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	城镇集体单位就业人员平均货币工资指数(上年=100)	1	298		
A04070A	其他城镇单位就业人员平均货币工资指数(上年=100)	1	平均工资指数指报告期就业人员平均工资与基期就业人员平均工资的比率，是反映不同时期就业人员货币工资水平变动情况的相对数。计算公式为:平均工资指数=报告期就业人员平均工资/基期就业人员平均工资	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	其他城镇单位就业人员平均货币工资指数(上年=100)	1	299		
A04070B	城镇单位就业人员平均实际工资指数(上年=100)	1	"平均实际工资指数是指就业人员平均实际工资指扣除物价变动因素后的就业人员平均工资。就业人员平均实际工资指数是反映实际工资变动情况的相对数，表明就业人员实际工资水平提高或降低的程度。计算公式为:平均实际工资指数=报告期就业人员平均工资指数/报告期城镇居民消费价格指数

"	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	城镇单位就业人员平均实际工资指数(上年=100)	1	300		
A04070C	城镇单位在岗职工平均实际工资指数(上年=100)	1	"平均实际工资指数是指就业人员平均实际工资指扣除物价变动因素后的就业人员平均工资。就业人员平均实际工资指数是反映实际工资变动情况的相对数，表明就业人员实际工资水平提高或降低的程度。计算公式为:平均实际工资指数=报告期就业人员平均工资指数/报告期城镇居民消费价格指数

"	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	城镇单位在岗职工平均实际工资指数(上年=100)	1	301		
A04070D	国有城镇单位就业人员平均实际工资指数(上年=100)	1	"平均实际工资指数是指就业人员平均实际工资指扣除物价变动因素后的就业人员平均工资。就业人员平均实际工资指数是反映实际工资变动情况的相对数，表明就业人员实际工资水平提高或降低的程度。计算公式为:平均实际工资指数=报告期就业人员平均工资指数/报告期城镇居民消费价格指数

"	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	国有城镇单位就业人员平均实际工资指数(上年=100)	1	302		
A04070E	城镇集体单位就业人员平均实际工资指数(上年=100)	1	"平均实际工资指数是指就业人员平均实际工资指扣除物价变动因素后的就业人员平均工资。就业人员平均实际工资指数是反映实际工资变动情况的相对数，表明就业人员实际工资水平提高或降低的程度。计算公式为:平均实际工资指数=报告期就业人员平均工资指数/报告期城镇居民消费价格指数

"	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	城镇集体单位就业人员平均实际工资指数(上年=100)	1	303		
A04070F	其他城镇单位就业人员平均实际工资指数(上年=100)	1	平均实际工资指数是指就业人员平均实际工资指扣除物价变动因素后的就业人员平均工资。就业人员平均实际工资指数是反映实际工资变动情况的相对数，表明就业人员实际工资水平提高或降低的程度。计算公式为:平均实际工资指数=报告期就业人员平均工资指数/报告期城镇居民消费价格指数	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	其他城镇单位就业人员平均实际工资指数(上年=100)	1	304		
A040801	城镇单位就业人员平均工资	0	"平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数

"	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	城镇单位就业人员平均工资	1	306		元
A040802	国有单位就业人员平均工资	0	"平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数

"	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	国有单位就业人员平均工资	1	307		元
A040803	城镇集体单位就业人员平均工资	0	"平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数

"	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	城镇集体单位就业人员平均工资	1	308		元
A040804	股份合作单位就业人员平均工资	0	平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	股份合作单位就业人员平均工资	1	309		元
A040805	联营单位就业人员平均工资	0	"平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数

"	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	联营单位就业人员平均工资	1	310		元
A040806	有限责任公司就业人员平均工资	0	"平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数

"	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	有限责任公司就业人员平均工资	1	311		元
A040807	股份有限公司就业人员平均工资	0	"平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数

"	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	股份有限公司就业人员平均工资	1	312		元
A040808	其他单位就业人员平均工资	0	"平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数

"	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	其他单位就业人员平均工资	1	313		元
A040809	港、澳、台商投资单位就业人员平均工资	0	"平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数

"	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	港、澳、台商投资单位就业人员平均工资	1	314		元
A04080A	外商投资单位就业人员平均工资	0	"平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数

"	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	外商投资单位就业人员平均工资	1	315		元
A040901	城镇单位就业人员工资总额	2	工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。	False	1995-2008年的城镇单位就业人员工资总额即为原来的城镇单位就业人员劳动报酬总额。	城镇单位就业人员工资总额	1	317		亿元
A040902	农、林、牧、渔业城镇单位就业人员工资总额	2	工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。	False	1995-2008年的城镇单位就业人员工资总额即为原来的城镇单位就业人员劳动报酬总额。	农、林、牧、渔业城镇单位就业人员工资总额	1	318		亿元
A040903	采矿业城镇单位就业人员工资总额	2	工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。	False	1995-2008年的城镇单位就业人员工资总额即为原来的城镇单位就业人员劳动报酬总额。	采矿业城镇单位就业人员工资总额	1	319		亿元
A040904	制造业城镇单位就业人员工资总额	2	工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。	False	1995-2008年的城镇单位就业人员工资总额即为原来的城镇单位就业人员劳动报酬总额。	制造业城镇单位就业人员工资总额	1	320		亿元
A040905	电力、燃气及水的生产和供应业城镇单位就业人员工资总额	2	工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。	False	1995-2008年的城镇单位就业人员工资总额即为原来的城镇单位就业人员劳动报酬总额。	电力、燃气及水的生产和供应业城镇单位就业人员工资总额	1	321		亿元
A040906	建筑业城镇单位就业人员工资总额	2	工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。	False	1995-2008年的城镇单位就业人员工资总额即为原来的城镇单位就业人员劳动报酬总额。	建筑业城镇单位就业人员工资总额	1	322		亿元
A040907	交通运输、仓储和邮政业城镇单位就业人员工资总额	2	工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。	False	1995-2008年的城镇单位就业人员工资总额即为原来的城镇单位就业人员劳动报酬总额。	交通运输、仓储和邮政业城镇单位就业人员工资总额	1	323		亿元
A040908	信息传输、计算机服务和软件业城镇单位就业人员工资总额	2	工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。	False	1995-2008年的城镇单位就业人员工资总额即为原来的城镇单位就业人员劳动报酬总额。	信息传输、计算机服务和软件业城镇单位就业人员工资总额	1	324		亿元
A040909	批发和零售业城镇单位就业人员工资总额	2	工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。	False	1995-2008年的城镇单位就业人员工资总额即为原来的城镇单位就业人员劳动报酬总额。	批发和零售业城镇单位就业人员工资总额	1	325		亿元
A04090A	住宿和餐饮业城镇单位就业人员工资总额	2	工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。	False	1995-2008年的城镇单位就业人员工资总额即为原来的城镇单位就业人员劳动报酬总额。	住宿和餐饮业城镇单位就业人员工资总额	1	326		亿元
A04090B	金融业城镇单位就业人员工资总额	2	工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。	False	1995-2008年的城镇单位就业人员工资总额即为原来的城镇单位就业人员劳动报酬总额。	金融业城镇单位就业人员工资总额	1	327		亿元
A04090C	房地产业城镇单位就业人员工资总额	2	工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。	False	1995-2008年的城镇单位就业人员工资总额即为原来的城镇单位就业人员劳动报酬总额。	房地产业城镇单位就业人员工资总额	1	328		亿元
A04090D	租赁和商务服务业城镇单位就业人员工资总额	2	工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。	False	1995-2008年的城镇单位就业人员工资总额即为原来的城镇单位就业人员劳动报酬总额。	租赁和商务服务业城镇单位就业人员工资总额	1	329		亿元
A04090E	科学研究、技术服务和地质勘查业城镇单位就业人员工资总额	2	工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。	False	1995-2008年的城镇单位就业人员工资总额即为原来的城镇单位就业人员劳动报酬总额。	科学研究、技术服务和地质勘查业城镇单位就业人员工资总额	1	330		亿元
A04090F	水利、环境和公共设施管理业城镇单位就业人员工资总额	2	工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。	False	1995-2008年的城镇单位就业人员工资总额即为原来的城镇单位就业人员劳动报酬总额。	水利、环境和公共设施管理业城镇单位就业人员工资总额	1	331		亿元
A04090G	居民服务和其他服务业城镇单位就业人员工资总额	2	工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。	False	1995-2008年的城镇单位就业人员工资总额即为原来的城镇单位就业人员劳动报酬总额。	居民服务和其他服务业城镇单位就业人员工资总额	1	332		亿元
A04090H	教育城镇单位就业人员工资总额	2	工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。	False	1995-2008年的城镇单位就业人员工资总额即为原来的城镇单位就业人员劳动报酬总额。	教育城镇单位就业人员工资总额	1	333		亿元
A04090I	卫生、社会保障和社会福利业城镇单位就业人员工资总额	2	工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。	False	1995-2008年的城镇单位就业人员工资总额即为原来的城镇单位就业人员劳动报酬总额。	卫生、社会保障和社会福利业城镇单位就业人员工资总额	1	334		亿元
A04090J	文化、体育和娱乐业城镇单位就业人员工资总额	2	工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。	False	1995-2008年的城镇单位就业人员工资总额即为原来的城镇单位就业人员劳动报酬总额。	文化、体育和娱乐业城镇单位就业人员工资总额	1	335		亿元
A04090K	公共管理和社会组织城镇单位就业人员工资总额	2	工资总额是税前工资，包括单位从个人工资中直接为其代扣或代缴的房费、水费、电费、住房公积金和社会保险基金个人缴纳部分等。工资总额不论是计入成本的还是不计入成本的，不论是以货币形式支付的还是以实物形式支付的，均应列入工资总额的计算范围。	False	1995-2008年的城镇单位就业人员工资总额即为原来的城镇单位就业人员劳动报酬总额。	公共管理和社会组织城镇单位就业人员工资总额	1	336		亿元
A040A01	城镇单位就业人员平均工资	0	"平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数

"	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	城镇单位就业人员平均工资	1	338		元
A040A02	农、林、牧、渔业城镇单位就业人员平均工资	0	"平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数

"	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	农、林、牧、渔业城镇单位就业人员平均工资	1	339		元
A040A03	采矿业城镇单位就业人员平均工资	0	"平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数

"	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	采矿业城镇单位就业人员平均工资	1	340		元
A040A04	制造业城镇单位就业人员平均工资	0	"平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数

"	False	1995-2008年的城镇单位就业人员平均工资即为原来的城镇单位就业人员平均劳动报酬。	制造业城镇单位就业人员平均工资	1	341		元
