WEO Country Group Code	WEO Subject Code	Country Group Name	Subject Descriptor	Subject Notes	Units	Scale	Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	Estimates Start After
119	BFD	Major advanced economies (G7)	Direct investment, net		U.S. dollars	Billions		7.069	5.791	3.069	9.817	7.712	16.152	22.753	17.401	33.199	42.916	64.528	80.2	76.495	78.79	100.434	115.223	103.278	110.416	147.081	177.635	-54.399	85.293	86.444	123.644	310.432	-55.906	78.459	525.554	425.723	281.861	270.771	404.116	282.198	239.137	217.61	-72.189	-146.529	323.8	-98.323	67.948	91.5	109.066	97.937	120.876	128.112	
119	BFP	Major advanced economies (G7)	Portfolio investment, net		U.S. dollars	Billions		n/a	n/a	n/a	n/a	n/a	-20.249	-43.608	-49.321	-26.239	0.486	-56.697	-116.708	-24.053	-137.72	-49.822	-155.372	-227.856	-232.218	27.399	-210.513	-234.893	-148.976	-455.524	-536.221	-718.944	-566.088	-473.946	-992.498	-1,573.46	-336.945	-722.088	-1,070.04	-264.417	-497.829	-14.244	189.314	164.431	-139.319	11.45	32.666	135.998	269.768	344.159	220.291	303.114	
119	BFF	Major advanced economies (G7)	Financial derivatives, net		U.S. dollars	Billions		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	10.526	13.141	-0.019	6.752	-21.738	-2.883	21.054	13.745	0.873	-64.452	107.606	317.685	-130.735	-75.227	-34.427	-31.96	137.349	25.146	-87.069	32.262	71.347	-8.559	-43.013	-47.874	-42.654	-74.609	-82.91	-102.751	
119	BFO	Major advanced economies (G7)	Other investment, net		U.S. dollars	Billions		-2.309	35.858	48.87	7.038	-7.783	-37.836	-2.273	-133.319	-85.864	-62.122	-117.504	-12.507	-79.993	9.029	-131.177	-5.393	28.927	52.577	-117.142	-129.749	-148.277	-238.812	-68.631	-259.438	-76.902	68.136	-197.937	-73.051	175.523	-71.979	105.482	42.48	-382.334	-212.183	-305.782	-121.944	-40.093	-289.336	-84.172	-172.59	-415.562	-571.397	-601.426	-506.106	-558.842	
119	BFRA	Major advanced economies (G7)	Change in reserves		U.S. dollars	Billions		-9.237	-5.075	-8.152	9.56	7.905	2.952	28.584	76.927	21.512	17.79	25.312	-29.335	2.577	8.631	23.636	81.622	46.006	17.07	6.503	50.711	54.406	32.691	46.558	184.098	155.709	-1.572	36.561	47.283	33.143	128.223	70.608	206.754	-10.956	49.37	18.378	45.703	13.914	29.529	68.131	28.742	29.635	27.762	29.064	30.555	29.822	
119	D	Major advanced economies (G7)	External debt, total		U.S. dollars	Billions																																															
119	D_NGDPD	Major advanced economies (G7)	External debt, total		Percent of GDP																																																
119	D_BX	Major advanced economies (G7)	External debt, total		Percent of exports of goods and services																																																
119	DS	Major advanced economies (G7)	External debt, total debt service		U.S. dollars	Billions																																															
119	DS_NGDPD	Major advanced economies (G7)	External debt, total debt service		Percent of GDP																																																
119	DS_BX	Major advanced economies (G7)	External debt, total debt service		Percent of exports of goods and services																																																
119	DSI	Major advanced economies (G7)	External debt, total debt service, interest		U.S. dollars	Billions																																															
119	DSI_NGDPD	Major advanced economies (G7)	External debt, total debt service, interest		Percent of GDP																																																
119	DSI_BX	Major advanced economies (G7)	External debt, total debt service, interest		Percent of exports of goods and services																																																
119	DSP	Major advanced economies (G7)	External debt, total debt service, amortization		U.S. dollars	Billions																																															
119	DSP_NGDPD	Major advanced economies (G7)	External debt, total debt service, amortization		Percent of GDP																																																
119	DSP_BX	Major advanced economies (G7)	External debt, total debt service, amortization		Percent of exports of goods and services																																																
119	PALLFNFW	Major advanced economies (G7)	Commodity Price Index includes both Fuel and Non-Fuel Price Indices		Index, 2005=100																																																
119	PNFUELW	Major advanced economies (G7)	Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices		Index, 2005=100																																																
119	PINDUW	Major advanced economies (G7)	Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices		Index, 2005=100																																																
119	POILAPSP	Major advanced economies (G7)	Crude Oil (petroleum), simple average of three spot prices; Dated Brent, West Texas Intermediate, and the Dubai Fateh, US$ per barrel	The APSP denotes an equally weighted average of three crude oil spot prices?West Texas Intermediate (?WTI?), Dated Brent (?Brent?), and Dubai Fateh (?Dubai?). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the ?headline? oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.	U.S. dollars	Units																																															
119	POILBRE	Major advanced economies (G7)	Crude Oil (petroleum),  Dated Brent, light blend 38 API, fob U.K., US$ per barrel		U.S. dollars	Units																																															
119	POILDUB	Major advanced economies (G7)	Oil; Dubai, medium, Fateh 32 API, fob Dubai Crude Oil (petroleum), Dubai Fateh Fateh 32 API, US$ per barrel		U.S. dollars	Units																																															
119	POILWTI	Major advanced economies (G7)	Crude Oil (petroleum), West Texas Intermediate 40 API, Midland Texas, US$ per barrel		U.S. dollars	Units																																															
119	PNRGW	Major advanced economies (G7)	Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices		Index, 2005=100																																																
119	POILAPSPW	Major advanced economies (G7)	Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh	The APSP denotes an equally weighted average of three crude oil spot prices?West Texas Intermediate (?WTI?), Dated Brent (?Brent?), and Dubai Fateh (?Dubai?). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the ?headline? oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.	Index, 2005=100																																																
119	PNGASW	Major advanced economies (G7)	Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices		Index, 2005=100																																																
119	PNGASEU	Major advanced economies (G7)	Natural Gas, Russian Natural Gas border price in Germany, US$ per million metric British thermal units of gas		U.S. dollars	Units																																															
119	PNGASJP	Major advanced economies (G7)	Natural Gas, Indonesian Liquified Natural Gas in Japan, US$ per million metric British thermal units of liquid		U.S. dollars	Units																																															
119	PNGASUS	Major advanced economies (G7)	Natural Gas, Natural Gas spot price at the Henry Hub terminal in Louisiana, US$ per million metric British thermal units of gas		U.S. dollars	Units																																															
119	PCOALW	Major advanced economies (G7)	Commodity Coal Price Index includes Australian and South African Coal		Index, 2005=100																																																
119	PCOALAU	Major advanced economies (G7)	Coal, Australian thermal coal, 1200- btu/pound, less than 1% sulfur, 14% ash, FOB Newcastle/Port Kembla, US$ per metric tonne		U.S. dollars	Units																																															
119	PCOALSA	Major advanced economies (G7)	Coal, South African export price, US$ per metric tonne		U.S. dollars	Units																																															
119	PFANDBW	Major advanced economies (G7)	Commodity Food and Beverage Price Index includes Food and Beverage Price Indices		Index, 2005=100																																																
119	PFOODW	Major advanced economies (G7)	Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices		Index, 2005=100																																																
119	PCEREW	Major advanced economies (G7)	Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley		Index, 2005=100																																																
119	PWHEAMT	Major advanced economies (G7)	Wheat, No.1 Hard Red Winter, ordinary protein, FOB Gulf of Mexico, US$ per metric tonne		U.S. dollars	Units																																															
119	PMAIZMT	Major advanced economies (G7)	Maize (corn), U.S. No.2 Yellow, FOB Gulf of Mexico, U.S. price, US$ per metric tonne		U.S. dollars	Units																																															
119	PRICENPQ	Major advanced economies (G7)	Rice, 5 percent broken milled white rice, Thailand nominal price quote, US$ per metric tonne		U.S. dollars	Units																																															
119	PBARL	Major advanced economies (G7)	Barley, Canadian no.1 Western Barley, spot price, US$ per metric tonne		U.S. dollars	Units																																															
119	PVOILW	Major advanced economies (G7)	Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices		Index, 2005=100																																																
119	PSOYB	Major advanced economies (G7)	Soybeans, U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par, US$ per metric tonne		U.S. dollars	Units																																															
119	PSMEA	Major advanced economies (G7)	Soybean Meal, Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein, US$ per metric tonne		U.S. dollars	Units																																															
119	PSOIL	Major advanced economies (G7)	Soybean Oil, Chicago Soybean Oil Futures (first contract forward) exchange approved grades, US$ per metric tonne		U.S. dollars	Units																																															
119	PROIL	Major advanced economies (G7)	Rapeseed oil, crude, FOB Rotterdam, US$ per metric ton		U.S. dollars	Units																																															
119	PPOIL	Major advanced economies (G7)	Palm oil, Malaysia Palm Oil Futures (first contract forward) 4-5 percent FFA, US$ per metric tonne		U.S. dollars	Units																																															
119	PSUNO	Major advanced economies (G7)	Sunflower Oil, US export price from Gulf of Mexico, US$ per metric tonne		U.S. dollars	Units																																															
119	POLVOIL	Major advanced economies (G7)	Olive Oil, extra virgin less than 1% free fatty acid, ex-tanker price U.K., US$ per metric tonne		U.S. dollars	Units																																															
119	PFISH	Major advanced economies (G7)	Fishmeal, Peru Fish meal/pellets 65% protein, CIF, US$ per metric tonne		U.S. dollars	Units																																															
119	PGNUTS	Major advanced economies (G7)	Groundnuts (peanuts), 40/50 (40 to 50 count per ounce), cif Argentina, US$ per metric tonne		U.S. dollars	Units																																															
119	PMEATW	Major advanced economies (G7)	Commodity Meat Price Index includes Beef, Lamb, Swine (pork), and Poultry Price Indices		Index, 2005=100																																																
119	PBEEF	Major advanced economies (G7)	Beef, Australian and New Zealand 85% lean fores, FOB U.S. import price, US cents per pound		U.S. cents	Units																																															
119	PLAMB	Major advanced economies (G7)	Lamb, frozen carcass Smithfield London, US cents per pound		U.S. cents	Units																																															
119	PPORK	Major advanced economies (G7)	Swine (pork), 51-52% lean Hogs, U.S. price, US cents per pound		U.S. cents	Units																																															
119	PPOULT	Major advanced economies (G7)	Poultry (chicken), Whole bird spot price, Georgia docks, US cents per pound		U.S. cents	Units																																															
119	PSEAFW	Major advanced economies (G7)	Commodity Seafood Index includes Fish (salmon) and Shrimp Price Indices		Index, 2005=100																																																
119	PSALM	Major advanced economies (G7)	Fish (salmon), Farm Bred Norwegian Salmon, export price, US$ per kilogram		U.S. dollars	Units																																															
119	PSHRI	Major advanced economies (G7)	Shrimp, Frozen shell-on headless, block 16/20 count, Indian origin, C&F Japan, US$ per kilogram		U.S. dollars	Units																																															
119	PSUGAW	Major advanced economies (G7)	Commodity Sugar Index includes European, Free market, and U.S. Price Indices		Index, 2005=100																																																
119	PSUGAISA	Major advanced economies (G7)	Sugar, Free Market, Coffee Sugar and Cocoa Exchange (CSCE) contract no.11 nearest future position, US cents per pound		U.S. cents	Units																																															
119	PSUGAUSA	Major advanced economies (G7)	Sugar, U.S. import price, contract no.14 nearest futures position, US cents per pound		U.S. cents	Units																																															
119	PBANSOP	Major advanced economies (G7)	Bananas, Central American and Ecuador, FOB U.S. Ports, US$ per metric tonne		U.S. dollars	Units																																															
119	PORANG	Major advanced economies (G7)	Oranges, miscellaneous oranges French import price, US$ per metric tonne		U.S. dollars	Units																																															
119	PBEVEW	Major advanced economies (G7)	Commodity Beverage Price Index includes Coffee, Tea, and Cocoa		Index, 2005=100																																																
119	PCOFFW	Major advanced economies (G7)	Commodity Coffee Price Index includes Other Mild Arabicas and Robusta		Index, 2005=100																																																
119	PCOFFOTM	Major advanced economies (G7)	Coffee, Other Mild Arabicas, International Coffee Organization New York cash price, ex-dock New York, US cents per pound		U.S. cents	Units																																															
119	PCOFFROB	Major advanced economies (G7)	Coffee, Robusta, International Coffee Organization New York cash price, ex-dock New York, US cents per pound		U.S. cents	Units																																															
119	PCOCO	Major advanced economies (G7)	Cocoa beans, International Cocoa Organization cash price, CIF US and European ports, US$ per metric tonne		U.S. dollars	Units																																															
119	PTEA	Major advanced economies (G7)	Tea, Mombasa, Kenya, Auction Price, US cents per kilogram		U.S. cents	Units																																															
119	PRAWMW	Major advanced economies (G7)	Commodity Agricultural Raw Materials Index includes Timber, Cotton, Wool, Rubber, and Hides Price Indices		Index, 2005=100																																																
119	PTIMBW	Major advanced economies (G7)	Commodity Timber Index includes Hardwood and Softwood Price Indices		Index, 2005=100																																																
119	PHARDW	Major advanced economies (G7)	Commodity Hardwood Price Index includes Hardwood Logs and Hardwood Sawn Price Indices		Index, 2005=100																																																
119	PLOGSK	Major advanced economies (G7)	Hard Logs, Best quality Malaysian meranti, import price Japan, US$ per cubic meter		U.S. dollars	Units																																															
119	PSAWMAL	Major advanced economies (G7)	Hard Sawnwood, Dark Red Meranti, select and better quality, C&F U.K port, US$ per cubic meter		U.S. dollars	Units																																															
119	PSOFTW	Major advanced economies (G7)	Commodity Softwood Index includes Softwood Sawn and Softwood Logs Price Indices		Index, 2005=100																																																
119	PLOGORE	Major advanced economies (G7)	Soft Logs, Average Export price from the U.S. for Douglas Fir, US$ per cubic meter		U.S. dollars	Units																																															
119	PSAWORE	Major advanced economies (G7)	Soft Sawnwood, average export price of Douglas Fir, U.S. Price, US$ per cubic meter		U.S. dollars	Units																																															
119	PCOTTIND	Major advanced economies (G7)	Cotton, Cotton Outlook `A Index`, Middling 1-3/32 inch staple, CIF Liverpool, US cents per pound		U.S. cents	Units																																															
119	PWOOLW	Major advanced economies (G7)	Commodity Wool Index includes Coarse and Fine Wool Price Indices		Index, 2005=100																																																
119	PWOOLF	Major advanced economies (G7)	Wool, fine, 19 micron, Australian Wool Exchange spot quote, US cents per kilogram		U.S. cents	Units																																															
119	PWOOLC	Major advanced economies (G7)	Wool, coarse, 23 micron, Australian Wool Exchange spot quote, US cents per kilogram		U.S. cents	Units																																															
119	PRUBB	Major advanced economies (G7)	Rubber, No.1 Rubber Smoked Sheet, FOB Maylaysian/Singapore, US cents per pound		U.S. cents	Units																																															
119	PHIDE	Major advanced economies (G7)	Hides, Heavy native steers, over 53 pounds, wholesale dealer`s price, US cents per pound		U.S. cents	Units																																															
119	PMETAW	Major advanced economies (G7)	Commodity Metals Price Index includes Copper, Aluminum, Iron Ore, Tin, Nickel, Zinc, Lead, and Uranium Price Indices		Index, 2005=100																																																
119	PCOPP	Major advanced economies (G7)	Copper, grade A cathode, LME spot price, CIF European ports, US$ per metric tonne		U.S. dollars	Units																																															
119	PALUM	Major advanced economies (G7)	Aluminum, 99.5% minimum purity, LME spot price, CIF UK ports, US$ per metric tonne		U.S. dollars	Units																																															
119	PIORECR	Major advanced economies (G7)	Iron Ore, China import Iron Ore Fines 62% FE spot (CFR Tianjin port) US$ per metric ton		U.S. dollars	Units																																															
119	PTIN	Major advanced economies (G7)	Tin, standard grade, LME spot price, US$ per metric tonne		U.S. dollars	Units																																															
119	PNICK	Major advanced economies (G7)	Nickel, melting grade, LME spot price, CIF European ports, US$ per metric tonne		U.S. dollars	Units																																															
119	PZINC	Major advanced economies (G7)	Zinc, high grade 98% pure, US$ per metric tonne		U.S. dollars	Units																																															
119	PLEAD	Major advanced economies (G7)	Lead, 99.97% pure, LME spot price, CIF European Ports, US$ per metric tonne		U.S. dollars	Units																																															
119	PURAN	Major advanced economies (G7)	Uranium, u3o8 restricted price, Nuexco exchange spot, US$ per pound		U.S. dollars	Units																																															
123	NGDP_RPCH	Other advanced economies (Advanced economies excluding G7 and euro area)	Gross domestic product, constant prices		Percent change			3.712	4.206	2.173	4.003	6.609	4.343	5.57	6.522	5.488	4.65	4.37	3.713	3.982	4.267	6.211	5.286	4.802	4.644	0.982	5.554	5.741	2.155	4	2.73	5.206	4.125	4.825	5.139	1.791	-0.783	5.991	3.424	2.203	2.476	2.943	2.254	2.416	2.939	2.563	1.612	1.954	2.278	2.381	2.376	2.39	
123	NGDP_RPCHMK	Other advanced economies (Advanced economies excluding G7 and euro area)	Gross domestic product, constant prices		Percent change (market exchange rates)																																																
123	NGDPD	Other advanced economies (Advanced economies excluding G7 and euro area)	Gross domestic product, current prices		U.S. dollars	Billions		768.322	787.033	782.146	781.237	818.674	815.119	993.815	1,222.95	1,442.66	1,569.64	1,807.87	1,925.82	2,051.39	2,026.40	2,275.83	2,681.65	2,860.09	2,771.66	2,498.84	2,678.23	2,762.08	2,678.41	2,914.51	3,356.83	3,836.98	4,232.61	4,585.27	5,244.20	5,540.08	5,095.67	5,868.11	6,706.23	6,757.16	6,984.43	7,114.11	6,545.31	6,677.32	7,164.95	7,507.36	7,356.69	7,502.54	7,845.15	8,226.58	8,633.34	9,069.53	
123	PPPGDP	Other advanced economies (Advanced economies excluding G7 and euro area)	Gross domestic product, current prices		Purchasing power parity; international dollars	Billions		757.334	863.227	935.61	1,009.21	1,114.03	1,198.68	1,289.13	1,404.43	1,531.53	1,664.47	1,800.44	1,926.66	2,047.30	2,183.14	2,366.90	2,686.19	2,865.42	3,050.35	3,109.43	3,326.17	3,594.16	3,765.24	3,975.18	4,158.74	4,490.89	4,820.31	5,203.94	5,616.22	5,827.02	5,822.67	6,234.20	6,579.49	6,851.78	7,143.05	7,488.69	7,731.60	7,999.74	8,388.98	8,812.72	9,113.90	9,476.02	9,891.60	10,329.77	10,786.46	11,266.11	
123	NGDP_D	Other advanced economies (Advanced economies excluding G7 and euro area)	Gross domestic product, deflator		Index, 2000=100			25.647	29.381	33.198	37.07	43.902	49.687	52.679	55.609	59.119	62.897	67.049	70.996	73.585	76.279	79.075	82.058	84.822	87.206	89.407	89.643	91.759	93.652	94.932	96.197	98.172	100	101.761	104.54	107.484	109.051	111.195	113.042	114.283	115.737	117	119.069	120.404	122.572	124.185	125.497	126.475	128.265	130.406	132.707	135.063	
123	NGDPRPPPPC	Other advanced economies (Advanced economies excluding G7 and euro area)	Gross domestic product per capita, constant prices		Purchasing power parity; 2011 international dollar	Units		15,609.25	16,036.03	16,150.25	16,567.19	17,463.48	18,041.00	18,844.76	19,838.52	20,669.99	21,391.20	22,055.87	22,548.86	23,170.09	23,882.18	25,077.64	25,582.41	26,533.76	27,515.37	27,513.81	28,801.17	30,185.89	30,624.34	31,627.05	32,301.74	33,768.91	34,944.20	36,321.45	37,858.79	38,121.49	37,456.87	39,349.41	40,340.55	40,877.42	41,568.79	42,448.35	43,035.43	43,722.54	44,698.03	45,526.44	45,926.76	46,481.24	47,200.84	47,982.15	48,775.32	49,586.39	
123	PPPPC	Other advanced economies (Advanced economies excluding G7 and euro area)	Gross domestic product per capita, current prices		Purchasing power parity; international dollars	Units		6,725.09	7,562.62	8,087.09	8,620.76	9,415.05	10,034.04	10,692.08	11,534.31	12,441.54	13,380.47	14,312.56	15,127.36	15,898.38	16,775.24	17,991.08	18,738.04	19,790.73	20,876.79	21,110.58	22,417.42	24,020.41	24,903.77	26,126.07	27,178.92	29,178.34	31,134.30	33,340.77	35,685.56	36,632.05	36,267.81	38,544.24	40,340.55	41,661.49	43,109.41	44,836.28	45,929.63	47,146.14	49,105.70	51,234.39	52,606.22	54,298.10	56,276.81	58,355.49	60,507.31	62,751.59	
123	NGAP_NPGDP	Other advanced economies (Advanced economies excluding G7 and euro area)	Output gap		Percent of potential GDP																																																
123	PPPSH	Other advanced economies (Advanced economies excluding G7 and euro area)	Gross domestic product based on purchasing-power-parity (PPP) share of world total	These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, "Purchasing Power Parity Based Weights for the World Economic Outlook," in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.	Percent			5.707	5.845	5.948	6.021	6.145	6.189	6.304	6.453	6.505	6.562	6.573	6.644	6.196	6.329	6.525	6.999	7.066	7.108	6.972	7.105	7.167	7.174	7.245	7.151	7.143	7.094	7.056	7.036	6.96	6.928	6.964	6.915	6.85	6.789	6.752	6.677	6.621	6.569	6.507	6.425	6.337	6.262	6.193	6.122	6.052	
123	NID_NGDP	Other advanced economies (Advanced economies excluding G7 and euro area)	Investment		Percent of GDP			28.413	27.536	26.811	25.919	26.692	26.371	26.487	26.854	28.166	28.872	28.574	27.504	26.614	26.681	27.77	28.46	28.083	27.983	25.871	25.902	26.758	24.932	24.543	24.665	25.469	25.998	26.609	27.249	27.149	24.52	25.561	26.237	26.094	25.272	25.343	24.937	24.951	25.541	25.45	25.047	24.868	24.84	24.808	24.813	24.845	
123	NGSD_NGDP	Other advanced economies (Advanced economies excluding G7 and euro area)	Gross national savings		Percent of GDP			25.609	24.885	24.069	24.706	26.949	26.836	27.716	28.491	30.001	29.971	29.246	28.123	27.423	28.224	28.763	29.055	28.68	29.196	29.124	28.907	30.097	28.903	28.347	29.321	30.005	30.311	31.297	31.092	30.465	28.831	30.977	30.496	30.348	30.429	30.574	30.84	30.321	30.397	30.29	29.901	29.353	29.207	29.016	28.862	28.715	
123	PCPIPCH	Other advanced economies (Advanced economies excluding G7 and euro area)	Inflation, average consumer prices		Percent change			24.98	16.118	12.776	11.45	17.249	15.165	5.857	5.292	5.65	6.106	6.576	6.268	3.894	3.652	3.836	4.004	3.565	2.779	3.043	0.912	2.126	2.457	1.646	1.66	1.93	2.055	2.168	2.053	4.258	1.452	2.261	2.965	1.985	1.582	1.45	0.551	0.923	1.534	1.584	1.181	1.366	1.636	1.827	1.888	1.931	
123	PCPIEPCH	Other advanced economies (Advanced economies excluding G7 and euro area)	Inflation, end of period consumer prices		Percent change			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6.22	6.904	5.37	3.034	4.037	3.826	3.929	3.403	3.019	2.036	1.169	2.62	1.5	2.223	1.419	2.08	2.249	1.865	3.335	3.058	1.679	2.458	2.876	1.804	1.436	0.984	0.766	1.32	1.401	1.325	1.221	1.374	1.673	1.841	1.862	1.902	
123	FLIBOR3	Other advanced economies (Advanced economies excluding G7 and euro area)	Three-month London interbank offered rate (LIBOR)		Percent																																																
123	TRADEPCH	Other advanced economies (Advanced economies excluding G7 and euro area)	Trade volume of goods and services		Percent change																																																
123	TM_RPCH	Other advanced economies (Advanced economies excluding G7 and euro area)	Volume of imports of goods and services		Percent change			n/a	2.609	0.389	0.172	8.496	2.918	12.901	11.169	13.957	8.297	7.442	6.523	7.479	5.137	12.622	13.711	7.867	7.819	-2.412	6.75	14.458	-3.563	5.871	7.283	13.452	8.633	8.759	8.676	4.259	-9.399	15.038	7.817	4.04	4.198	1.195	2.146	2.265	5.775	2.883	-1.009	2.548	3.408	3.488	3.599	3.621	
123	TMG_RPCH	Other advanced economies (Advanced economies excluding G7 and euro area)	Volume of imports of goods		Percent change			n/a	4.258	2.124	2.28	10.21	4.108	9.538	10.463	14.146	8.263	6.742	6.628	6.93	7.055	13.311	13.496	7.485	9.228	-3.468	6.952	15.672	-4.978	6.576	8.458	13.905	8.748	9.112	8.746	4.211	-10.82	17.034	8.648	3.047	4.037	0.028	0.784	1.388	5.873	3.412	-1.208	2.339	3.471	3.528	3.63	3.649	
123	TX_RPCH	Other advanced economies (Advanced economies excluding G7 and euro area)	Volume of exports of goods and services		Percent change			n/a	4.99	0.001	4.024	10.522	4.315	12.449	13.04	11.774	4.17	6.365	7.306	8.138	5.725	10.466	12.662	7.722	9.102	2.122	7.949	14.538	-1.291	5.634	7.693	13.768	8.228	9.062	8.355	4.051	-6.796	13.457	7.015	4.469	5.027	2.004	2.203	1.932	4.102	3.229	-0.294	2.569	3.169	3.263	3.36	3.372	
123	TXG_RPCH	Other advanced economies (Advanced economies excluding G7 and euro area)	Volume of exports of goods		Percent change			n/a	7.749	1.546	9.231	12.951	5.685	9.737	12.565	11.702	4.301	5.298	8.418	8.356	8.259	11.251	13.552	6.941	11.542	1.955	7.938	15.363	-1.553	6.724	9.511	14.18	8.317	9.055	7.393	3.525	-7.633	15.063	7.618	4.246	4.81	0.969	0.989	1.189	4.492	3.02	-1.443	2.473	3.111	3.205	3.327	3.314	
123	TTPCH	Other advanced economies (Advanced economies excluding G7 and euro area)	Terms of trade of goods and services		Percent change			n/a	-0.231	0.749	1.349	0.128	-1.02	1.779	-0.165	0.859	1.909	0.649	0.12	-0.03	0.799	-0.018	-0.038	0.637	-0.481	-0.183	-1.049	-0.686	-0.848	0.721	0.204	-0.343	-0.069	-0.361	0.207	-0.784	-0.534	1.397	-0.389	-0.874	0.694	-0.427	1.387	0.257	0.784	-0.652	-0.866	-0.935	0.069	0.152	0.076	0.052	
123	TTTPCH	Other advanced economies (Advanced economies excluding G7 and euro area)	Terms of trade of goods		Percent change			n/a	-1.426	1.284	0.094	2.147	-0.24	1.742	0.104	1.831	2.249	0.65	-0.397	0.01	-0.109	-0.283	-0.207	0.945	-0.986	-0.283	-1.193	-0.334	-1.064	0.26	-0.439	-0.375	-0.156	-0.433	0.334	-1.072	-0.26	1.393	-0.652	-1.37	0.914	-0.551	1.683	0.159	1.161	-0.733	-0.235	-1.191	0.12	0.176	0.031	-0.022	
123	TXGM_D	Other advanced economies (Advanced economies excluding G7 and euro area)	Export price of manufactures		U.S. dollars; index, 2000=100																																																
123	TXGM_DPCH	Other advanced economies (Advanced economies excluding G7 and euro area)	Export price of manufactures		U.S. dollars; annual percent change																																																
123	LUR	Other advanced economies (Advanced economies excluding G7 and euro area)	Unemployment rate		Percent of total labor force			4.175	4.179	4.579	5.269	4.965	4.702	4.338	3.863	3.523	3.527	3.708	4.442	5.06	5.611	5.01	4.523	4.675	4.873	6.192	6.069	5.08	5.19	5.191	5.44	5.285	5.057	4.628	4.152	4.002	5.305	5.197	4.716	4.65	4.617	4.634	4.509	4.406	4.193	4.006	4.075	4.144	4.122	4.086	4.059	4.034	
123	LE	Other advanced economies (Advanced economies excluding G7 and euro area)	Employment		Index, 2000=100			67.067	68.204	69.366	69.847	70.894	72.619	74.886	77.387	79.196	81.089	82.536	83.636	84.25	84.715	86.754	88.918	90.614	91.734	90.633	91.658	93.991	95.086	96.412	96.866	98.437	100	102.167	104.5	106.416	105.82	107.047	109.065	110.694	112.154	114.025	115.595	117.099	118.665	120.129	120.872	121.561	n/a	n/a	n/a	n/a	
