i	dbcode	exp	id	isParent	name	open	pid	wd
0	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。建设总规模是指在报告期内所有施工项目的计划总投资。	A050B01	True	固定资产投资(不含农户)建设总规模	False	A050B	zb
1	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。在建总规模是指在报告期末所有在建项目的计划总投资。	A050B02	True	固定资产投资(不含农户)在建总规模	False	A050B	zb
2	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。在建净规模是指报告期末所有在建项目建成投产尚需的投资总量。在建净规模＝在建总规模－未投产项目(期末在建)累计完成投资。	A050B03	True	固定资产投资(不含农户)在建净规模	False	A050B	zb
0	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。	A050C01	True	固定资产投资(不含农户)	False	A050C	zb
1	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。	A050C02	True	农、林、牧、渔业固定资产投资(不含农户)	False	A050C	zb
2	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。	A050C03	True	采矿业固定资产投资(不含农户)	False	A050C	zb
3	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。	A050C04	True	制造业固定资产投资(不含农户)	False	A050C	zb
4	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。	A050C05	True	电力、燃气及水的生产和供应业固定资产投资(不含农户)	False	A050C	zb
5	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。	A050C06	True	建筑业固定资产投资(不含农户)	False	A050C	zb
6	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。	A050C07	True	交通运输仓储和邮政业固定资产投资(不含农户)	False	A050C	zb
7	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。	A050C08	True	信息传输、计算机服务和软件业固定资产投资(不含农户)	False	A050C	zb
8	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。	A050C09	True	批发和零售业固定资产投资(不含农户)	False	A050C	zb
9	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。	A050C0A	True	住宿和餐饮业固定资产投资(不含农户)	False	A050C	zb
10	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。	A050C0B	True	金融业固定资产投资(不含农户)	False	A050C	zb
11	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。	A050C0C	True	房地产业固定资产投资(不含农户)	False	A050C	zb
12	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。	A050C0D	True	租赁和商务服务业固定资产投资(不含农户)	False	A050C	zb
13	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。	A050C0E	True	科学研究、技术服务和地质勘查业固定资产投资(不含农户)	False	A050C	zb
14	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。	A050C0F	True	水利、环境和公共设施管理业固定资产投资(不含农户)	False	A050C	zb
15	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。	A050C0G	True	居民服务和其他服务业固定资产投资(不含农户)	False	A050C	zb
16	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。	A050C0H	True	教育固定资产投资(不含农户)	False	A050C	zb
17	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。	A050C0I	True	卫生、社会保障和社会福利业固定资产投资(不含农户)	False	A050C	zb
18	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。	A050C0J	True	文化、体育和娱乐业固定资产投资(不含农户)	False	A050C	zb
19	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。	A050C0K	True	公共管理和社会组织固定资产投资(不含农户)	False	A050C	zb
20	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。	A050C0L	True	国际组织固定资产投资(不含农户)	False	A050C	zb
0	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。	A050D01	True	500万元以下固定资产投资(不含农户)	False	A050D	zb
1	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。	A050D02	True	500万元-1亿元固定资产投资(不含农户)	False	A050D	zb
2	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。	A050D03	True	1-5亿元固定资产投资(不含农户)	False	A050D	zb
3	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。	A050D04	True	5-10亿元固定资产投资(不含农户)	False	A050D	zb
4	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。	A050D05	True	10亿元以上固定资产投资(不含农户)	False	A050D	zb
0	fsnd		A050E01	True	能源工业固定资产投资(不含农户)	False	A050E	zb
1	fsnd		A050E02	True	煤炭开采及洗选业固定资产投资(不含农户)	False	A050E	zb
2	fsnd		A050E03	True	石油及天然气开采业固定资产投资(不含农户)	False	A050E	zb
3	fsnd		A050E04	True	石油及炼焦加工业固定资产投资(不含农户)	False	A050E	zb
4	fsnd		A050E05	True	电力、热力及燃气的生产和供应业固定资产投资(不含农户)	False	A050E	zb
0	fsnd	房屋施工面积指报告期内施工的全部房屋建筑面积。包括本期新开工的面积、上期跨入本期继续施工的房屋面积、上期停缓建在本期恢复施工的房屋面积、本期竣工的房屋面积以及本期施工后又停缓建的房屋面积。多层建筑应填各层建筑面积之和。	A050F01	True	固定资产投资(不含农户)房屋施工面积	False	A050F	zb
1	fsnd	住宅指专供居住的房屋，包括别墅、公寓、职工家属宿舍和集体宿舍(包括职工单身宿舍和学生宿舍)等。但不包括住宅楼中作为人防用、不住人的地下室等。住宅按照用途可以划分为经济适用住房和别墅、高档公寓等。按照户型结构可以划分为90平方米以下住房，144平方米以上住房等。房屋施工面积指报告期内施工的全部房屋建筑面积。包括本期新开工的面积、上期跨入本期继续施工的房屋面积、上期停缓建在本期恢复施工的房屋面积、本期竣工的房屋面积以及本期施工后又停缓建的房屋面积。多层建筑应填各层建筑面积之和。	A050F02	True	固定资产投资(不含农户)住宅施工面积	False	A050F	zb
2	fsnd	房屋竣工面积报告期内房屋建筑按照设计要求已全部完工，达到住人和使用条件，经验收鉴定合格或达到竣工验收标准，可正式移交使用的各栋房屋建筑面积的总和。	A050F03	True	固定资产投资(不含农户)房屋竣工面积	False	A050F	zb
3	fsnd	住宅指专供居住的房屋，包括别墅、公寓、职工家属宿舍和集体宿舍(包括职工单身宿舍和学生宿舍)等。但不包括住宅楼中作为人防用、不住人的地下室等。住宅按照用途可以划分为经济适用住房和别墅、高档公寓等。按照户型结构可以划分为90平方米以下住房，144平方米以上住房等。房屋竣工面积报告期内房屋建筑按照设计要求已全部完工，达到住人和使用条件，经验收鉴定合格或达到竣工验收标准，可正式移交使用的各栋房屋建筑面积的总和。	A050F04	True	固定资产投资(不含农户)住宅竣工面积	False	A050F	zb
4	fsnd	房屋竣工价值指报告期内按规定已经上报竣工的房屋本身的建造价值。一般按房屋设计和预算规定的内容计算。包括竣工房屋本身的基础、结构、房屋、装修以及水、电、卫等附属工程的建造价值，也包括作为房屋建筑组成部分而列入房屋建筑工程预算内的设备(如电梯、通风设备等)的购置和安装费用。不包括厂房内的工艺设备、工艺管线的购置和安装，工艺设备基础的建造，室外的水、暖、电、卫、道路工程、挡土墙等环境工程的费用，办公及生活用家具的购置等费用，购置土地的费用，迁移补偿费和场地平整的费用及城市建设配套投资等。竣工房屋价值不仅包括该竣工房屋在报告期内完成的价值，也包括跨年施工的房屋在本期以前完成的价值。未竣工而转让给其他单位的房屋建筑工程，出让单位不计算竣工价值，待接受单位继续施工并符合竣工条件后，由接受单位计算其竣工价值，包括出让单位在出让前所完成的价值。房屋竣工价值一般按结算价格计算。	A050F05	True	固定资产投资(不含农户)竣工房屋价值	False	A050F	zb
5	fsnd	住宅指专供居住的房屋，包括别墅、公寓、职工家属宿舍和集体宿舍(包括职工单身宿舍和学生宿舍)等。但不包括住宅楼中作为人防用、不住人的地下室等。住宅按照用途可以划分为经济适用住房和别墅、高档公寓等。按照户型结构可以划分为90平方米以下住房，144平方米以上住房等。房屋竣工价值指报告期内按规定已经上报竣工的房屋本身的建造价值。一般按房屋设计和预算规定的内容计算。包括竣工房屋本身的基础、结构、房屋、装修以及水、电、卫等附属工程的建造价值，也包括作为房屋建筑组成部分而列入房屋建筑工程预算内的设备(如电梯、通风设备等)的购置和安装费用。不包括厂房内的工艺设备、工艺管线的购置和安装，工艺设备基础的建造，室外的水、暖、电、卫、道路工程、挡土墙等环境工程的费用，办公及生活用家具的购置等费用，购置土地的费用，迁移补偿费和场地平整的费用及城市建设配套投资等。竣工房屋价值不仅包括该竣工房屋在报告期内完成的价值，也包括跨年施工的房屋在本期以前完成的价值。未竣工而转让给其他单位的房屋建筑工程，出让单位不计算竣工价值，待接受单位继续施工并符合竣工条件后，由接受单位计算其竣工价值，包括出让单位在出让前所完成的价值。房屋竣工价值一般按结算价格计算。	A050F06	True	固定资产投资(不含农户)竣工住宅价值	False	A050F	zb
0	fsnd	新增固定资产是指已经完成建造和购置过程，并已交付生产或使用单位的固定资产的价值，包括已经建成投入生产或交付使用的工程投资和达到固定资产标准的设备、工具、器具的投资及有关应摊入的费用。该指标是表示固定资产投资成果的价值指标，也是反映建设进度，计算固定资产投资效果的重要指标。	A050G01	True	新增固定资产投资(不含农户)	False	A050G	zb
1	fsnd	新增固定资产是指已经完成建造和购置过程，并已交付生产或使用单位的固定资产的价值，包括已经建成投入生产或交付使用的工程投资和达到固定资产标准的设备、工具、器具的投资及有关应摊入的费用。该指标是表示固定资产投资成果的价值指标，也是反映建设进度，计算固定资产投资效果的重要指标。	A050G02	True	农、林、牧、渔业新增固定资产投资(不含农户)	False	A050G	zb
2	fsnd	新增固定资产是指已经完成建造和购置过程，并已交付生产或使用单位的固定资产的价值，包括已经建成投入生产或交付使用的工程投资和达到固定资产标准的设备、工具、器具的投资及有关应摊入的费用。该指标是表示固定资产投资成果的价值指标，也是反映建设进度，计算固定资产投资效果的重要指标。	A050G03	True	采掘业新增固定资产投资(不含农户)	False	A050G	zb
3	fsnd	新增固定资产是指已经完成建造和购置过程，并已交付生产或使用单位的固定资产的价值，包括已经建成投入生产或交付使用的工程投资和达到固定资产标准的设备、工具、器具的投资及有关应摊入的费用。该指标是表示固定资产投资成果的价值指标，也是反映建设进度，计算固定资产投资效果的重要指标。	A050G04	True	制造业新增固定资产投资(不含农户)	False	A050G	zb
4	fsnd	新增固定资产是指已经完成建造和购置过程，并已交付生产或使用单位的固定资产的价值，包括已经建成投入生产或交付使用的工程投资和达到固定资产标准的设备、工具、器具的投资及有关应摊入的费用。该指标是表示固定资产投资成果的价值指标，也是反映建设进度，计算固定资产投资效果的重要指标。	A050G05	True	电力、煤气及水的生产和供应业新增固定资产投资(不含农户)	False	A050G	zb
5	fsnd	新增固定资产是指已经完成建造和购置过程，并已交付生产或使用单位的固定资产的价值，包括已经建成投入生产或交付使用的工程投资和达到固定资产标准的设备、工具、器具的投资及有关应摊入的费用。该指标是表示固定资产投资成果的价值指标，也是反映建设进度，计算固定资产投资效果的重要指标。	A050G06	True	建筑业新增固定资产投资(不含农户)	False	A050G	zb
6	fsnd	新增固定资产是指已经完成建造和购置过程，并已交付生产或使用单位的固定资产的价值，包括已经建成投入生产或交付使用的工程投资和达到固定资产标准的设备、工具、器具的投资及有关应摊入的费用。该指标是表示固定资产投资成果的价值指标，也是反映建设进度，计算固定资产投资效果的重要指标。	A050G07	True	交通运输仓储和邮政业新增固定资产投资(不含农户)	False	A050G	zb
7	fsnd	新增固定资产是指已经完成建造和购置过程，并已交付生产或使用单位的固定资产的价值，包括已经建成投入生产或交付使用的工程投资和达到固定资产标准的设备、工具、器具的投资及有关应摊入的费用。该指标是表示固定资产投资成果的价值指标，也是反映建设进度，计算固定资产投资效果的重要指标。	A050G08	True	信息传输、计算机服务和软件业新增固定资产投资(不含农户)	False	A050G	zb
8	fsnd	新增固定资产是指已经完成建造和购置过程，并已交付生产或使用单位的固定资产的价值，包括已经建成投入生产或交付使用的工程投资和达到固定资产标准的设备、工具、器具的投资及有关应摊入的费用。该指标是表示固定资产投资成果的价值指标，也是反映建设进度，计算固定资产投资效果的重要指标。	A050G09	True	批发和零售业新增固定资产投资(不含农户)	False	A050G	zb
9	fsnd	新增固定资产是指已经完成建造和购置过程，并已交付生产或使用单位的固定资产的价值，包括已经建成投入生产或交付使用的工程投资和达到固定资产标准的设备、工具、器具的投资及有关应摊入的费用。该指标是表示固定资产投资成果的价值指标，也是反映建设进度，计算固定资产投资效果的重要指标。	A050G0A	True	住宿和餐饮业新增固定资产投资(不含农户)	False	A050G	zb
10	fsnd	新增固定资产是指已经完成建造和购置过程，并已交付生产或使用单位的固定资产的价值，包括已经建成投入生产或交付使用的工程投资和达到固定资产标准的设备、工具、器具的投资及有关应摊入的费用。该指标是表示固定资产投资成果的价值指标，也是反映建设进度，计算固定资产投资效果的重要指标。	A050G0B	True	金融业新增固定资产投资(不含农户)	False	A050G	zb
11	fsnd	新增固定资产是指已经完成建造和购置过程，并已交付生产或使用单位的固定资产的价值，包括已经建成投入生产或交付使用的工程投资和达到固定资产标准的设备、工具、器具的投资及有关应摊入的费用。该指标是表示固定资产投资成果的价值指标，也是反映建设进度，计算固定资产投资效果的重要指标。	A050G0C	True	房地产业新增固定资产投资(不含农户)	False	A050G	zb
12	fsnd	新增固定资产是指已经完成建造和购置过程，并已交付生产或使用单位的固定资产的价值，包括已经建成投入生产或交付使用的工程投资和达到固定资产标准的设备、工具、器具的投资及有关应摊入的费用。该指标是表示固定资产投资成果的价值指标，也是反映建设进度，计算固定资产投资效果的重要指标。	A050G0D	True	租赁和商务服务业新增固定资产投资(不含农户)	False	A050G	zb
13	fsnd	新增固定资产是指已经完成建造和购置过程，并已交付生产或使用单位的固定资产的价值，包括已经建成投入生产或交付使用的工程投资和达到固定资产标准的设备、工具、器具的投资及有关应摊入的费用。该指标是表示固定资产投资成果的价值指标，也是反映建设进度，计算固定资产投资效果的重要指标。	A050G0E	True	科学研究、技术服务和地质勘查业新增固定资产投资(不含农户)	False	A050G	zb
14	fsnd	新增固定资产是指已经完成建造和购置过程，并已交付生产或使用单位的固定资产的价值，包括已经建成投入生产或交付使用的工程投资和达到固定资产标准的设备、工具、器具的投资及有关应摊入的费用。该指标是表示固定资产投资成果的价值指标，也是反映建设进度，计算固定资产投资效果的重要指标。	A050G0F	True	水利、环境和公共设施管理业新增固定资产投资(不含农户)	False	A050G	zb
15	fsnd	新增固定资产是指已经完成建造和购置过程，并已交付生产或使用单位的固定资产的价值，包括已经建成投入生产或交付使用的工程投资和达到固定资产标准的设备、工具、器具的投资及有关应摊入的费用。该指标是表示固定资产投资成果的价值指标，也是反映建设进度，计算固定资产投资效果的重要指标。	A050G0G	True	居民服务和其他服务业新增固定资产投资(不含农户)	False	A050G	zb
16	fsnd	新增固定资产是指已经完成建造和购置过程，并已交付生产或使用单位的固定资产的价值，包括已经建成投入生产或交付使用的工程投资和达到固定资产标准的设备、工具、器具的投资及有关应摊入的费用。该指标是表示固定资产投资成果的价值指标，也是反映建设进度，计算固定资产投资效果的重要指标。	A050G0H	True	教育新增固定资产投资(不含农户)	False	A050G	zb
17	fsnd	新增固定资产是指已经完成建造和购置过程，并已交付生产或使用单位的固定资产的价值，包括已经建成投入生产或交付使用的工程投资和达到固定资产标准的设备、工具、器具的投资及有关应摊入的费用。该指标是表示固定资产投资成果的价值指标，也是反映建设进度，计算固定资产投资效果的重要指标。	A050G0I	True	卫生、社会保障和社会福利业新增固定资产投资(不含农户)	False	A050G	zb
18	fsnd	新增固定资产是指已经完成建造和购置过程，并已交付生产或使用单位的固定资产的价值，包括已经建成投入生产或交付使用的工程投资和达到固定资产标准的设备、工具、器具的投资及有关应摊入的费用。该指标是表示固定资产投资成果的价值指标，也是反映建设进度，计算固定资产投资效果的重要指标。	A050G0J	True	文化、体育和娱乐业新增固定资产投资(不含农户)	False	A050G	zb
19	fsnd	新增固定资产是指已经完成建造和购置过程，并已交付生产或使用单位的固定资产的价值，包括已经建成投入生产或交付使用的工程投资和达到固定资产标准的设备、工具、器具的投资及有关应摊入的费用。该指标是表示固定资产投资成果的价值指标，也是反映建设进度，计算固定资产投资效果的重要指标。	A050G0K	True	公共管理和社会组织新增固定资产投资(不含农户)	False	A050G	zb
20	fsnd	新增固定资产是指已经完成建造和购置过程，并已交付生产或使用单位的固定资产的价值，包括已经建成投入生产或交付使用的工程投资和达到固定资产标准的设备、工具、器具的投资及有关应摊入的费用。该指标是表示固定资产投资成果的价值指标，也是反映建设进度，计算固定资产投资效果的重要指标。	A050G0L	True	国际组织新增固定资产投资(不含农户)	False	A050G	zb
0	fsnd	施工项目个数是指本年正式进行过建筑或安装施工活动的建设项目个数。包括本年新开工项目，以前年度开工跨入本年继续施工项目，本年全部建成投产项目、以前年度全部停缓建在本年恢复施工的项目，本年进行过施工又在本年内全部停缓建的项目。施工项目个数可以反映一定时期固定资产投资的实际规模，与同期全部建成投产项目个数相比，可以从建设速度的角度反映固定资产投资的效果。	A050H01	True	固定资产投资(不含农户)施工项目个数	False	A050H	zb
1	fsnd	本年新开工项目个数指报告期内新开工的建设项目。包括新开工的新建项目、扩建项目、改建项目、单纯建造生活设施项目、迁建项目和恢复项目。新开工项目的确定以总体设计或计划文件中所规定的永久性工程正式开工为准。本年新开工项目个数是反映全年新开工的固定资产投资规模的指标。	A050H02	True	固定资产投资(不含农户)新开工项目个数	False	A050H	zb
2	fsnd	全部建成投入生产或交付使用的工业项目是指设计文件规定形成生产能力的主体工程及其相应配套的辅助设施全部建成，经负荷试运转，证明具备生产设计规定合格产品的条件，并经过验收鉴定合格或达到竣工验收标准，与生产性工程配套的生活福利设施可以满足近期正常生产的需要，正式移交生产的建设项目；非工业项目是指设计文件规定的主体工程和相应配套工程全部建成，能够发挥设计规定的工程效益，经验收鉴定合格或达到竣工验收标准，正式移交使用的建设项目。	A050H03	True	固定资产投资(不含农户)全部建成投产项目个数	False	A050H	zb
3	fsnd	项目建成投产率指一定时期内全部建成投产项目个数与同期施工项目个数的比率。该指标从建设单位建设速度的角度反映投资效果。	A050H04	True	固定资产投资(不含农户)项目建成投产率	False	A050H	zb
0	fsnd	固定资产投资(不含农户)指城镇和农村各种登记注册类型的企业、事业、行政单位及城镇个体户进行的计划总投资500万元及500万元以上的建设项目投资和房地产开发投资，包含原口径的城镇固定资产投资加上农村企事业组织项目投资，该口径自2011年起开始使用。	A050I01	True	固定资产投资(不含农户)	False	A050I	zb
1	fsnd	新增固定资产是指已经完成建造和购置过程，并已交付生产或使用单位的固定资产的价值，包括已经建成投入生产或交付使用的工程投资和达到固定资产标准的设备、工具、器具的投资及有关应摊入的费用。该指标是表示固定资产投资成果的价值指标，也是反映建设进度，计算固定资产投资效果的重要指标。	A050I02	True	固定资产投资(不含农户)新增固定资产	False	A050I	zb
2	fsnd	固定资产交付使用率指一定时期新增固定资产与同期完成投资额的比率。该指标是反映固定资产动用速度，衡量建设过程中宏观投资效果的综合指标。由于新增固定资产是较长时期内形成的结果，而投资额则是当年完成的，因此，该指标一般适宜于反映较长时期内固定资产的动用情况。	A050I03	True	固定资产投资(不含农户)交付使用率	False	A050I	zb
0	fsnd		A050J01	True	农村农户固定资产投资额	False	A050J	zb
1	fsnd		A050J02	True	农村农户竣工房屋投资额	False	A050J	zb
2	fsnd		A050J03	True	农村农户竣工住宅投资额	False	A050J	zb
3	fsnd	房屋施工面积指报告期内施工的全部房屋建筑面积。包括本期新开工的面积、上期跨入本期继续施工的房屋面积、上期停缓建在本期恢复施工的房屋面积、本期竣工的房屋面积以及本期施工后又停缓建的房屋面积。多层建筑应填各层建筑面积之和。	A050J04	True	农村农户施工房屋建筑面积	False	A050J	zb
4	fsnd	房屋竣工面积指报告期内房屋建筑按照设计要求已全部完工，达到住人和使用条件，经验收鉴定合格或达到竣工验收标准，可正式移交使用的各栋房屋建筑面积的总和。	A050J05	True	农村农户竣工房屋建筑面积	False	A050J	zb
5	fsnd		A050J06	True	农村农户竣工住宅建筑面积	False	A050J	zb
6	fsnd		A050J07	True	农村农户竣工房屋造价	False	A050J	zb
7	fsnd		A050J08	True	农村农户竣工住宅造价	False	A050J	zb
0	fsnd		A051C01	True	房地产开发企业个数	False	A051C	zb
1	fsnd		A051C02	True	内资房地产开发企业个数	False	A051C	zb
2	fsnd		A051C03	True	国有房地产开发企业个数	False	A051C	zb
3	fsnd		A051C04	True	集体房地产开发企业个数	False	A051C	zb
4	fsnd		A051C05	True	港、澳、台投资房地产开发企业个数	False	A051C	zb
5	fsnd		A051C06	True	外商投资房地产开发企业个数	False	A051C	zb
0	fsnd	从业人员平均人数指报告期内(年度、季度、月度)平均拥有的从业人员数。季度或年度平均人数按单位实际月平均人数计算得到，不得用期末人数替代。	A051D01	True	房地产开发企业平均从业人数	False	A051D	zb
1	fsnd	从业人员平均人数指报告期内(年度、季度、月度)平均拥有的从业人员数。季度或年度平均人数按单位实际月平均人数计算得到，不得用期末人数替代。	A051D02	True	内资房地产开发企业平均从业人数	False	A051D	zb
2	fsnd	从业人员平均人数指报告期内(年度、季度、月度)平均拥有的从业人员数。季度或年度平均人数按单位实际月平均人数计算得到，不得用期末人数替代。	A051D03	True	国有房地产开发企业平均从业人数	False	A051D	zb
3	fsnd	从业人员平均人数指报告期内(年度、季度、月度)平均拥有的从业人员数。季度或年度平均人数按单位实际月平均人数计算得到，不得用期末人数替代。	A051D04	True	集体房地产开发企业平均从业人数	False	A051D	zb
4	fsnd	从业人员平均人数指报告期内(年度、季度、月度)平均拥有的从业人员数。季度或年度平均人数按单位实际月平均人数计算得到，不得用期末人数替代。	A051D05	True	港、澳、台投资房地产开发企业平均从业人数	False	A051D	zb
5	fsnd	从业人员平均人数指报告期内(年度、季度、月度)平均拥有的从业人员数。季度或年度平均人数按单位实际月平均人数计算得到，不得用期末人数替代。	A051D06	True	外商投资房地产开发企业平均从业人数	False	A051D	zb
0	fsnd	待开发土地面积指经有关部门批准，通过各种方式获得土地使用权，但尚未开工建设的土地面积。	A051E01	True	房地产开发企业待开发土地面积	False	A051E	zb
1	fsnd	本年土地购置面积指在本年内通过各种方式获得土地使用权的土地面积。	A051E02	True	房地产开发企业购置土地面积	False	A051E	zb
2	fsnd	本年土地成交价款指进行土地使用权交易活动的最终金额。在土地一级市场，是指土地最后的划拨款、“招拍挂”价格和出让价；在土地二级市场是指土地转让、出租、抵押等最后确定的合同价格。	A051E03	True	房地产开发企业土地成交价款	False	A051E	zb
